fid;DN;a_quilômetros quadrados;p_quilômetros
13378;21;0.01;0.46
13379;3;0;0.29
13380;21;0;0.17
13381;21;0.01;0.58
13382;3;0;0.23
13383;3;0;0.12
13384;12;0.13;2.99
13385;12;0.03;0.92
13386;24;0.09;2.47
13387;21;0;0.12
13388;21;0.14;3.29
13389;21;0.05;1.51
13390;21;0;0.29
13391;21;0;0.17
13392;21;0;0.17
13393;25;0;0.12
13394;21;0;0.17
13395;21;0.01;0.81
13396;21;0.02;0.98
13397;21;0.01;0.57
13398;3;0.01;0.75
13399;21;0.14;5.18
13400;12;0;0.23
13401;25;0;0.23
13402;21;0;0.29
13403;21;0.01;0.58
13404;21;0.04;1.43
13405;21;0;0.23
13406;21;0;0.29
13407;12;0;0.35
13408;21;0.06;2.01
13409;3;0;0.29
13410;3;0.04;1.22
13411;25;0;0.17
13412;21;0;0.12
13413;3;0;0.17
13414;15;0.04;1.44
13415;15;0.1;2.59
13416;21;0.01;0.69
13417;21;0;0.17
13418;21;0.03;1.44
13419;15;0;0.29
13420;21;0.06;1.67
13421;3;0;0.12
13422;21;0;0.17
13423;21;0.83;14.73
13424;21;0;0.12
13425;21;0.35;7.64
13426;21;0.03;1.73
13427;15;0.01;0.52
13428;21;0.05;1.89
13429;12;0.01;0.4
13430;21;0.14;3.27
13431;3;0;0.23
13432;21;0.01;0.92
13433;15;0;0.12
13434;21;0;0.12
13435;21;0;0.17
13436;21;0.14;2.83
13437;15;0.01;0.4
13438;24;0;0.35
13439;21;0;0.29
13440;24;0.38;7.95
13441;21;0;0.12
13442;21;0;0.17
13443;21;0;0.12
13444;21;0.01;0.35
13445;21;0.02;0.8
13446;21;0.9;23.12
13447;21;0;0.23
13448;12;0.01;0.58
13449;21;0.02;1.09
13450;21;0;0.12
13451;15;0.03;1.26
13452;21;0.01;0.63
13453;21;0.01;0.68
13454;21;0;0.23
13455;21;0;0.17
13456;21;0;0.12
13457;12;0;0.17
13458;21;0;0.23
13459;21;0;0.12
13460;21;0.02;0.86
13461;21;0.1;3.4
13462;21;0.03;1.56
13463;21;0;0.17
13464;21;0;0.17
13465;15;0;0.23
13466;21;0;0.23
13467;21;0.1;2.94
13468;3;0.03;0.86
13469;21;0;0.17
13470;3;0;0.34
13471;21;0;0.4
13472;21;0.01;0.88
13473;21;0;0.35
13474;12;0;0.23
13475;21;0;0.12
13476;15;0.01;0.35
13477;21;0;0.12
13478;21;0.04;1.27
13479;12;0.08;2.19
13480;21;0;0.35
13481;21;0.01;0.63
13482;21;0;0.17
13483;21;0;0.17
13484;21;0;0.17
13485;3;0;0.17
13486;3;0;0.12
13487;21;0.21;5.4
13488;21;0.25;6.29
13489;21;0;0.12
13490;12;0;0.12
13491;21;0;0.12
13492;3;0;0.12
13493;21;0.03;1.15
13494;3;0.27;4.61
13495;21;0.01;0.4
13496;21;0;0.23
13497;3;0;0.17
13498;21;0;0.17
13499;21;0;0.23
13500;21;0;0.12
13501;21;0;0.12
13502;21;0;0.17
13503;21;0;0.12
13504;21;0;0.12
13505;21;0;0.29
13506;3;0.01;0.52
13507;12;0;0.4
13508;21;0.01;0.4
13509;21;0;0.17
13510;21;0;0.12
13511;24;0;0.12
13512;21;0.01;0.7
13513;3;0.01;0.69
13514;21;0.01;0.4
13515;21;0.01;0.4
13516;15;0.01;0.35
13517;15;0;0.34
13518;3;0;0.34
13519;21;0;0.35
13520;21;0;0.12
13521;21;0.01;0.52
13522;3;0.01;0.46
13523;21;0.01;0.64
13524;3;0.01;0.58
13525;21;0;0.29
13526;21;0;0.23
13527;21;0;0.17
13528;21;0.06;1.95
13529;21;0;0.12
13530;21;0;0.12
13531;3;0;0.12
13532;21;0;0.12
13533;21;0.12;3.11
13534;21;0.09;2.65
13535;21;0.11;2.76
13536;21;0.02;0.75
13537;21;0;0.17
13538;21;0;0.12
13539;3;0;0.12
13540;15;0;0.12
13541;21;0.03;1.38
13542;3;0.09;3.46
13543;15;0.01;0.52
13544;21;0.01;0.58
13545;21;0.05;1.96
13546;21;0.01;0.75
13547;3;0.01;0.46
13548;21;0;0.17
13549;21;0.01;0.63
13550;21;0;0.23
13551;21;0.09;2.94
13552;3;0.05;1.27
13553;21;0;0.35
13554;21;0.05;1.61
13555;21;0;0.23
13556;3;0;0.17
13557;21;0;0.17
13558;21;0;0.12
13559;21;0;0.17
13560;21;0;0.12
13561;3;0.06;2.14
13562;21;0.03;1.21
13563;21;0.01;0.4
13564;25;0.01;0.52
13565;21;0;0.17
13566;21;0;0.17
13567;21;0;0.12
13568;21;0.04;1.38
13569;21;0;0.4
13570;3;0.01;0.69
13571;21;0;0.12
13572;21;0.03;1.1
13573;21;0.03;0.86
13574;21;0;0.17
13575;3;0;0.29
13576;21;0;0.12
13577;3;0;0.17
13578;3;0;0.12
13579;15;0.01;0.46
13580;21;0.02;0.87
13581;15;0.01;0.63
13582;3;0;0.12
13583;3;0;0.12
13584;21;0;0.17
13585;21;0;0.12
13586;21;0.03;1.27
13587;12;0.04;1.27
13588;3;0.01;0.46
13589;21;0.01;0.52
13590;3;0;0.23
13591;21;0.04;1.27
13592;15;0.01;0.4
13593;21;0;0.29
13594;21;0.02;0.86
13595;25;0.02;0.8
13596;3;0;0.12
13597;21;0.01;0.58
13598;24;0.2;4.85
13599;21;0.03;1.15
13600;21;1.14;25.12
13601;21;0.05;1.85
13602;21;0;0.28
13603;21;0.01;0.46
13604;21;0;0.17
13605;3;0.01;0.51
13606;21;0;0.12
13607;21;0;0.12
13608;21;0;0.12
13609;21;0;0.12
13610;3;0;0.12
13611;3;0;0.12
13612;21;0.11;3.45
13613;21;0.03;1.27
13614;15;0.02;0.63
13615;21;0.04;1.32
13616;21;0.07;2.65
13617;3;0;0.23
13618;3;0;0.12
13619;21;0.19;4.02
13620;12;0.01;0.41
13621;21;0.01;0.46
13622;15;0.01;0.46
13623;21;0.01;0.34
13624;21;0;0.17
13625;21;0;0.12
13626;21;0.12;3.86
13627;21;0.03;1.26
13628;12;0;0.17
13629;21;0.01;0.46
13630;21;0;0.29
13631;21;0.01;0.4
13632;12;0;0.12
13633;21;0;0.12
13634;25;0;0.12
13635;21;0.03;1.32
13636;21;0;0.23
13637;21;0.01;0.4
13638;21;0;0.41
13639;21;0;0.34
13640;3;0;0.17
13641;21;0;0.12
13642;21;0;0.17
13643;25;0;0.12
13644;21;0.01;0.75
13645;21;0.08;3.1
13646;33;0.01;0.4
13647;21;0;0.12
13648;21;0;0.12
13649;21;0;0.12
13650;21;0;0.17
13651;25;0;0.17
13652;21;0;0.12
13653;24;0.04;1.44
13654;21;0.23;5.58
13655;12;0;0.29
13656;21;0.1;2.65
13657;15;0.01;0.46
13658;21;0;0.17
13659;21;0;0.12
13660;21;0;0.17
13661;3;0;0.12
13662;24;0;0.12
13663;3;0;0.12
13664;21;0;0.12
13665;21;0;0.12
13666;21;0;0.12
13667;3;0;0.17
13668;21;0;0.12
13669;24;0.21;4.71
13670;21;0;0.34
13671;21;0;0.23
13672;21;0;0.12
13673;21;0.04;0.92
13674;24;0.29;6.23
13675;3;0.01;0.58
13676;21;0;0.34
13677;12;0;0.29
13678;21;0.01;0.63
13679;15;0;0.29
13680;21;0;0.12
13681;3;0;0.17
13682;12;0.03;1.04
13683;33;0.01;0.4
13684;21;0;0.34
13685;21;0;0.4
13686;21;0;0.12
13687;21;0;0.17
13688;21;0.04;1.79
13689;21;0.01;0.7
13690;3;0.06;1.67
13691;21;0;0.12
13692;21;0;0.12
13693;3;0.05;1.09
13694;21;0.05;1.97
13695;21;0;0.29
13696;21;0;0.17
13697;21;0.02;0.86
13698;21;0.04;1.33
13699;21;0;0.29
13700;21;0.03;1.27
13701;21;0;0.23
13702;21;0;0.12
13703;3;0;0.17
13704;15;0.01;0.64
13705;9;0.01;0.46
13706;21;0.02;0.69
13707;3;0;0.12
13708;21;0;0.12
13709;21;0;0.12
13710;21;0;0.12
13711;12;0.18;2.65
13712;21;0.01;0.52
13713;21;0.24;6.86
13714;21;0;0.17
13715;21;0;0.17
13716;21;0;0.23
13717;21;0.01;0.92
13718;21;0.13;3.18
13719;3;0.02;0.87
13720;21;0;0.12
13721;3;0.2;5.7
13722;3;0;0.12
13723;21;0;0.12
13724;21;0;0.23
13725;21;0;0.12
13726;21;0.18;5.93
13727;21;0;0.17
13728;25;0;0.17
13729;21;0.01;0.75
13730;15;0;0.17
13731;21;0;0.12
13732;21;0;0.17
13733;25;0;0.12
13734;21;0.05;1.78
13735;3;0.05;1.91
13736;21;0;0.29
13737;21;0;0.23
13738;21;0;0.23
13739;21;0;0.17
13740;15;0;0.12
13741;21;0.01;0.58
13742;21;0;0.35
13743;21;0;0.23
13744;21;0.07;2.02
13745;21;0;0.23
13746;21;0.01;0.75
13747;15;0;0.12
13748;3;0;0.23
13749;21;0;0.34
13750;21;0;0.12
13751;21;0;0.12
13752;21;0.02;0.92
13753;21;0;0.23
13754;25;0;0.23
13755;21;0;0.17
13756;21;0.12;3.78
13757;21;0;0.12
13758;21;0;0.12
13759;25;0.03;1.16
13760;21;0.01;0.75
13761;25;0.01;0.57
13762;12;0.01;0.4
13763;21;0.03;0.98
13764;21;0;0.12
13765;21;0;0.17
13766;21;0;0.12
13767;12;0;0.28
13768;15;0;0.12
13769;21;0.01;0.46
13770;3;0;0.12
13771;3;0.14;2.53
13772;12;0.28;5.6
13773;21;0.01;0.63
13774;12;0;0.17
13775;21;0;0.12
13776;21;0.01;0.52
13777;21;0.01;0.46
13778;3;0.05;1.09
13779;21;0.12;3.4
13780;3;0;0.23
13781;21;0;0.17
13782;21;0;0.17
13783;21;0.01;0.57
13784;21;0;0.12
13785;21;0;0.17
13786;21;0;0.17
13787;21;0.08;2.63
13788;21;0;0.17
13789;21;0;0.17
13790;21;0;0.12
13791;21;0.08;2.59
13792;21;0.02;1.09
13793;21;0.01;0.69
13794;21;0.02;0.8
13795;3;0;0.17
13796;21;0;0.17
13797;3;0;0.17
13798;21;0.03;1.04
13799;21;0;0.17
13800;21;0.01;0.4
13801;3;0.05;1.79
13802;21;0;0.29
13803;21;0.04;1.91
13804;21;0.01;0.58
13805;21;0;0.29
13806;21;0;0.17
13807;21;0;0.23
13808;21;0.02;0.92
13809;21;0;0.35
13810;21;0;0.23
13811;21;0.01;0.75
13812;21;0.05;2.02
13813;21;0.01;0.81
13814;21;0;0.35
13815;21;0.01;0.4
13816;21;0;0.12
13817;21;0;0.12
13818;3;0;0.12
13819;21;0.01;0.69
13820;21;0;0.17
13821;21;0.15;2.54
13822;21;0;0.23
13823;15;0.01;0.46
13824;3;0;0.17
13825;3;0;0.12
13826;21;0;0.23
13827;3;0;0.12
13828;21;0;0.17
13829;21;0;0.23
13830;21;0.02;0.81
13831;21;0;0.35
13832;3;0.02;0.69
13833;21;0.01;0.45
13834;21;0;0.23
13835;21;0;0.23
13836;21;0;0.12
13837;21;0.09;2.47
13838;21;0.01;0.57
13839;21;0;0.23
13840;21;0;0.29
13841;15;0;0.17
13842;21;0.02;0.8
13843;21;0.01;0.52
13844;21;0;0.17
13845;15;0;0.12
13846;21;0.04;1.66
13847;21;0.01;0.52
13848;21;0.04;1.44
13849;21;0.01;0.52
13850;21;0;0.17
13851;21;0.39;8.64
13852;21;0.02;0.69
13853;21;0;0.12
13854;21;0;0.17
13855;21;0.01;0.64
13856;3;0.15;2.94
13857;21;0;0.23
13858;21;0;0.17
13859;3;0;0.12
13860;21;0;0.12
13861;3;0;0.12
13862;21;0.01;0.52
13863;21;0.01;0.52
13864;15;0.01;0.57
13865;21;0.01;0.86
13866;25;0;0.12
13867;21;0;0.17
13868;21;0;0.12
13869;12;0;0.12
13870;21;0.01;0.8
13871;21;0.02;0.86
13872;21;0;0.23
13873;25;0;0.17
13874;21;0.01;0.46
13875;12;0;0.29
13876;3;0;0.12
13877;21;0;0.12
13878;33;0.03;0.87
13879;21;0.03;1.03
13880;12;0.03;0.98
13881;21;0.01;0.52
13882;21;0;0.23
13883;25;0;0.17
13884;3;0;0.12
13885;24;1.31;22.03
13886;21;0.05;1.44
13887;21;0.02;0.75
13888;21;0.01;0.35
13889;21;0.02;0.92
13890;21;0;0.29
13891;21;0.01;0.58
13892;21;0;0.17
13893;21;0.01;0.4
13894;21;0.01;0.52
13895;21;0;0.23
13896;15;0.04;1.1
13897;21;0;0.12
13898;21;0;0.17
13899;21;0;0.12
13900;21;0.02;0.75
13901;3;0.31;5.65
13902;21;0;0.35
13903;21;0;0.29
13904;21;0.03;1.5
13905;21;0.01;0.52
13906;3;0;0.12
13907;21;0;0.12
13908;21;0.14;3.35
13909;21;0.11;2.07
13910;24;0.07;1.44
13911;21;0.05;2.01
13912;21;0.01;0.35
13913;21;0;0.23
13914;12;0.01;0.69
13915;21;0;0.12
13916;21;0.01;0.63
13917;21;0.02;0.69
13918;21;0.01;0.4
13919;21;0;0.12
13920;21;0.66;13.8
13921;21;0;0.12
13922;21;0;0.23
13923;21;0;0.12
13924;21;0;0.12
13925;21;0.02;0.86
13926;21;0.01;0.46
13927;21;0;0.17
13928;21;0.08;2.13
13929;25;0.01;0.46
13930;15;0.01;0.4
13931;21;0.01;0.46
13932;12;0.03;0.81
13933;21;0;0.23
13934;21;0.01;0.52
13935;12;0.01;0.35
13936;21;0.01;0.58
13937;21;0.01;0.52
13938;21;0;0.12
13939;21;0;0.17
13940;21;0;0.12
13941;3;0;0.12
13942;3;0;0.12
13943;3;0.01;0.69
13944;21;0.02;0.97
13945;21;0.01;0.52
13946;21;0.01;0.4
13947;12;0.01;0.52
13948;32;0.01;0.52
13949;21;0.01;0.35
13950;21;0.01;0.4
13951;15;0.01;0.4
13952;21;0.02;0.8
13953;3;0;0.23
13954;21;0.01;0.52
13955;21;0;0.29
13956;21;0.01;0.4
13957;3;0;0.12
13958;21;0;0.23
13959;15;0.02;0.52
13960;21;0.01;0.52
13961;21;0;0.17
13962;3;0;0.12
13963;21;0;0.12
13964;21;0.05;1.73
13965;21;0.07;2.94
13966;21;0.19;4.9
13967;21;0.03;1.21
13968;21;0.01;0.69
13969;12;0.01;0.46
13970;12;0.02;0.69
13971;21;0;0.23
13972;12;0;0.17
13973;21;0;0.34
13974;21;0.01;0.63
13975;21;0.01;0.58
13976;21;0.01;0.58
13977;21;0;0.23
13978;3;0;0.12
13979;21;0;0.23
13980;21;0.04;1.27
13981;3;0.02;0.64
13982;21;0.01;0.35
13983;21;0.01;0.46
13984;21;0.01;0.46
13985;21;0;0.12
13986;21;0;0.12
13987;24;0.05;1.15
13988;21;0.06;1.96
13989;21;0.01;0.69
13990;21;0.01;0.34
13991;12;0.06;2.14
13992;21;0;0.23
13993;12;0;0.17
13994;21;0;0.23
13995;21;0;0.12
13996;21;0;0.12
13997;3;0;0.12
13998;21;0.22;5.3
13999;25;0.01;0.52
14000;21;0;0.29
14001;21;0.01;0.92
14002;21;0;0.23
14003;21;0.02;0.75
14004;21;0;0.35
14005;21;0;0.17
14006;3;0;0.12
14007;21;0.01;0.58
14008;21;0;0.35
14009;21;0;0.29
14010;21;0.01;0.46
14011;21;0.06;2.36
14012;21;0;0.12
14013;21;0;0.23
14014;21;0;0.17
14015;3;0;0.12
14016;21;0.1;3.39
14017;21;0.05;1.73
14018;12;0.01;0.52
14019;15;0.01;0.4
14020;12;0;0.12
14021;3;0;0.17
14022;21;0;0.12
14023;3;0;0.12
14024;21;0.02;1.03
14025;21;0;0.23
14026;21;0;0.17
14027;12;0;0.34
14028;21;0.1;2.53
14029;21;0;0.23
14030;15;0;0.12
14031;21;0;0.17
14032;21;0.04;1.04
14033;21;0.01;0.46
14034;21;0;0.34
14035;15;0;0.29
14036;21;0;0.17
14037;21;0;0.23
14038;21;0;0.17
14039;3;0;0.12
14040;3;0.01;0.63
14041;3;0.01;0.57
14042;21;0;0.23
14043;15;0;0.12
14044;21;0;0.12
14045;21;0;0.17
14046;21;0.03;1.1
14047;21;0.01;0.46
14048;21;0.01;0.63
14049;21;0.01;0.4
14050;21;0.01;0.58
14051;12;0.14;4.65
14052;21;0;0.4
14053;3;0;0.17
14054;21;0;0.12
14055;21;0;0.12
14056;21;0;0.29
14057;3;0;0.29
14058;21;0.04;1.38
14059;12;0;0.17
14060;21;0;0.17
14061;21;0;0.12
14062;21;0;0.17
14063;21;0;0.12
14064;12;0.09;2.01
14065;21;0.01;0.58
14066;21;0;0.35
14067;21;0.01;0.63
14068;21;0.16;4.11
14069;21;0.02;1.09
14070;12;0.01;0.58
14071;3;0.01;0.35
14072;21;0;0.17
14073;21;0.01;0.69
14074;21;0;0.12
14075;21;0.03;1.27
14076;21;0.03;1.21
14077;21;0;0.17
14078;3;0;0.28
14079;21;0.01;0.64
14080;21;0.04;0.98
14081;21;0;0.28
14082;12;0;0.12
14083;21;0;0.12
14084;21;0.03;1.15
14085;21;0.01;0.87
14086;21;0.02;0.69
14087;3;0;0.17
14088;21;0;0.17
14089;3;0;0.12
14090;3;0.02;0.69
14091;9;0.01;0.46
14092;21;0.02;0.92
14093;21;0.02;0.69
14094;12;0.01;0.58
14095;21;0;0.17
14096;21;0;0.12
14097;21;0;0.12
14098;21;0;0.12
14099;21;0;0.17
14100;3;0;0.17
14101;9;0;0.12
14102;21;0.02;0.75
14103;21;0.4;8.74
14104;12;0;0.23
14105;21;0;0.12
14106;21;0;0.12
14107;21;0;0.12
14108;12;0.05;1.27
14109;21;0.01;0.52
14110;15;0.01;0.46
14111;21;0.02;0.92
14112;3;0;0.29
14113;21;0;0.12
14114;21;0;0.17
14115;21;0;0.12
14116;21;0;0.17
14117;21;0.02;0.81
14118;12;0.01;0.4
14119;21;0.01;0.69
14120;12;0;0.17
14121;21;0;0.35
14122;12;0;0.17
14123;21;0;0.29
14124;21;0;0.17
14125;21;0;0.12
14126;3;0.23;3.85
14127;9;0.04;1.15
14128;21;0;0.12
14129;21;0;0.12
14130;21;0;0.12
14131;24;0.01;0.4
14132;21;0;0.29
14133;12;0.01;0.52
14134;12;0;0.35
14135;21;0;0.23
14136;21;0;0.17
14137;21;0;0.17
14138;21;0.02;0.7
14139;21;0.02;1.16
14140;15;0;0.29
14141;15;0;0.12
14142;12;0.01;0.41
14143;21;0;0.23
14144;21;0;0.12
14145;21;0;0.12
14146;21;0.08;2.43
14147;21;0;0.29
14148;21;0.01;0.46
14149;21;0;0.29
14150;21;0;0.23
14151;12;0;0.23
14152;15;0;0.35
14153;21;0;0.12
14154;21;0.01;0.46
14155;21;0.02;0.98
14156;21;0;0.23
14157;21;0;0.34
14158;21;0;0.12
14159;21;0;0.12
14160;21;0;0.12
14161;12;0.18;3.05
14162;21;0.02;0.98
14163;21;0;0.29
14164;12;0;0.17
14165;21;0.01;0.75
14166;21;0.01;0.4
14167;21;0;0.12
14168;12;0;0.23
14169;21;0;0.12
14170;21;0;0.12
14171;21;0.02;0.81
14172;21;0.01;0.46
14173;15;0;0.29
14174;9;0;0.29
14175;21;0;0.29
14176;12;0;0.12
14177;21;0;0.17
14178;9;0;0.35
14179;21;0;0.12
14180;21;0.02;0.76
14181;21;0;0.17
14182;3;0;0.17
14183;21;0;0.12
14184;3;0;0.12
14185;15;0;0.17
14186;21;0;0.12
14187;21;0.02;1.21
14188;12;0;0.23
14189;21;0;0.23
14190;21;0.01;0.46
14191;15;0;0.12
14192;21;0;0.12
14193;21;0.04;0.92
14194;15;0.03;0.92
14195;3;0;0.17
14196;21;0.02;0.8
14197;21;0.01;0.92
14198;3;0;0.23
14199;3;0;0.12
14200;21;0.01;0.52
14201;12;0.01;0.52
14202;21;0;0.12
14203;21;0;0.12
14204;15;0.01;0.46
14205;21;0.02;0.69
14206;21;0;0.12
14207;12;0;0.17
14208;21;0;0.23
14209;21;0;0.29
14210;21;0;0.12
14211;21;0.04;1.9
14212;9;0.02;0.64
14213;21;0.08;3.52
14214;21;0.01;0.63
14215;21;0.01;0.57
14216;3;0.01;0.52
14217;21;0.01;0.69
14218;3;0.02;0.81
14219;21;0.02;0.98
14220;3;0;0.35
14221;21;0;0.29
14222;21;0.02;0.92
14223;21;0;0.17
14224;21;0;0.17
14225;15;0;0.23
14226;15;0;0.4
14227;21;0;0.17
14228;21;0;0.12
14229;12;0.04;1.09
14230;21;0.01;0.46
14231;21;0.01;0.35
14232;21;0.03;1.55
14233;21;0;0.17
14234;21;0;0.29
14235;21;0.01;0.57
14236;15;0;0.17
14237;3;0;0.12
14238;3;0;0.12
14239;21;0.01;0.75
14240;21;0.01;0.46
14241;3;0.01;0.35
14242;9;0.01;0.57
14243;21;0.15;4.49
14244;21;0.06;2.42
14245;21;0.01;0.35
14246;12;0.08;2.48
14247;3;0;0.12
14248;21;0;0.12
14249;21;0;0.12
14250;21;0.08;1.9
14251;21;0;0.28
14252;21;0;0.12
14253;3;0;0.12
14254;25;0;0.28
14255;21;0.01;0.58
14256;21;0;0.12
14257;21;0.01;0.75
14258;21;0;0.29
14259;21;0;0.23
14260;21;0.02;0.87
14261;21;0;0.17
14262;21;0;0.17
14263;21;0.03;1.16
14264;21;0.01;0.52
14265;21;0.01;0.46
14266;21;0;0.34
14267;12;0;0.12
14268;21;0;0.23
14269;15;0;0.12
14270;15;0.01;0.4
14271;3;0;0.29
14272;21;0;0.29
14273;21;0;0.17
14274;21;0.02;0.8
14275;3;0;0.23
14276;15;0;0.23
14277;21;0;0.12
14278;15;0.03;1.04
14279;21;0.14;5.19
14280;21;0.07;2.12
14281;3;0;0.12
14282;21;0;0.12
14283;15;0;0.34
14284;21;0;0.29
14285;15;0;0.35
14286;21;0;0.23
14287;3;0;0.12
14288;21;0;0.17
14289;15;0;0.12
14290;21;0;0.17
14291;21;0;0.23
14292;21;0;0.12
14293;21;0.04;0.98
14294;21;0;0.41
14295;15;0.01;0.35
14296;21;0;0.34
14297;12;0.01;0.8
14298;21;0;0.17
14299;21;0;0.12
14300;21;0;0.12
14301;3;0;0.12
14302;12;0.03;1.27
14303;21;0.02;1.09
14304;25;0.02;0.92
14305;21;0;0.12
14306;21;0.01;0.63
14307;21;0.01;0.4
14308;21;0.01;0.75
14309;21;0;0.12
14310;21;0;0.12
14311;3;0;0.12
14312;21;0.01;0.4
14313;21;0;0.17
14314;21;0;0.12
14315;3;0;0.12
14316;3;0.24;4.27
14317;21;0.06;1.62
14318;21;0;0.17
14319;21;0;0.23
14320;3;0;0.17
14321;12;0;0.12
14322;21;0;0.17
14323;21;0;0.12
14324;3;0;0.12
14325;3;0.01;0.52
14326;21;0.01;0.74
14327;3;0;0.17
14328;15;0;0.17
14329;21;0.01;0.4
14330;21;0;0.17
14331;21;0;0.23
14332;3;0.02;0.63
14333;21;0.01;0.4
14334;21;0.01;0.64
14335;21;0.01;0.35
14336;3;0.02;0.63
14337;21;0.01;0.46
14338;21;0;0.17
14339;21;0.01;0.63
14340;3;0;0.17
14341;21;0;0.35
14342;12;0.01;0.58
14343;21;0;0.23
14344;21;0;0.12
14345;21;0;0.12
14346;3;0;0.12
14347;24;0;0.12
14348;21;0;0.12
14349;21;0;0.12
14350;21;0;0.12
14351;21;0;0.12
14352;3;0;0.23
14353;21;0.06;1.61
14354;3;0.01;0.46
14355;21;0.03;1.21
14356;12;0.01;0.4
14357;21;0;0.17
14358;21;0;0.12
14359;21;0;0.12
14360;21;0;0.12
14361;12;0;0.35
14362;21;0.05;1.49
14363;3;0;0.23
14364;21;0;0.17
14365;12;0;0.12
14366;21;0.01;0.4
14367;21;0;0.35
14368;3;0;0.29
14369;12;0.01;0.52
14370;24;0;0.17
14371;21;0.1;3.98
14372;12;0;0.12
14373;21;0;0.12
14374;3;0;0.12
14375;21;0.03;1.27
14376;3;0.02;0.75
14377;12;0.05;1.27
14378;21;0;0.29
14379;21;0.01;0.4
14380;21;0.01;0.46
14381;12;0;0.23
14382;21;0;0.12
14383;21;0;0.17
14384;21;0;0.12
14385;3;0;0.12
14386;12;0.09;2.25
14387;21;0.14;3.05
14388;21;0.01;0.4
14389;21;0;0.17
14390;21;0;0.12
14391;21;0.02;1.21
14392;21;0.01;0.46
14393;21;0.01;0.35
14394;21;0;0.12
14395;21;0.07;1.72
14396;21;0.02;1.31
14397;21;0;0.29
14398;21;0.34;7.83
14399;21;0.04;1.27
14400;21;0.06;2.42
14401;21;0;0.12
14402;21;0;0.12
14403;21;0;0.12
14404;21;0;0.17
14405;21;0.03;1.09
14406;3;0;0.12
14407;3;0.01;0.52
14408;21;0;0.35
14409;21;0;0.23
14410;3;0;0.35
14411;21;0;0.17
14412;21;0;0.4
14413;21;0;0.12
14414;21;0;0.12
14415;21;0;0.4
14416;3;0;0.29
14417;21;0;0.23
14418;21;0.01;0.52
14419;21;0;0.17
14420;3;0.01;0.75
14421;21;0.06;1.83
14422;12;0.13;2.82
14423;12;0.02;0.92
14424;3;0;0.23
14425;21;0.02;0.8
14426;21;0;0.12
14427;21;0;0.12
14428;21;0;0.17
14429;12;0.01;0.63
14430;21;0;0.23
14431;12;0.01;0.46
14432;21;0.01;0.4
14433;21;0;0.4
14434;15;0.03;0.92
14435;21;0.01;0.46
14436;21;0;0.35
14437;21;0;0.12
14438;3;0;0.17
14439;3;0.02;0.69
14440;21;0;0.29
14441;3;0.01;0.4
14442;21;0.01;0.69
14443;21;0.01;0.52
14444;21;0;0.23
14445;12;0;0.12
14446;21;0;0.12
14447;21;0;0.12
14448;3;0;0.12
14449;21;0;0.28
14450;3;0;0.35
14451;21;0.02;0.98
14452;3;0;0.23
14453;21;0;0.17
14454;21;0;0.17
14455;21;0;0.12
14456;21;0;0.34
14457;21;0.03;1.49
14458;3;0;0.23
14459;21;0;0.17
14460;15;0;0.12
14461;12;0.01;0.58
14462;12;0.02;0.69
14463;21;0;0.23
14464;21;0;0.17
14465;21;0;0.17
14466;21;0;0.17
14467;21;0;0.12
14468;12;0;0.34
14469;21;0.03;1.09
14470;21;0.01;0.52
14471;3;0;0.17
14472;21;0;0.29
14473;21;0;0.12
14474;21;0;0.23
14475;21;0;0.35
14476;21;0;0.35
14477;12;0;0.29
14478;21;0;0.28
14479;3;0;0.17
14480;12;0;0.17
14481;21;0.01;0.75
14482;21;0;0.23
14483;12;0;0.29
14484;21;0;0.17
14485;21;0.02;0.8
14486;21;0;0.23
14487;21;0;0.12
14488;21;0;0.17
14489;25;0;0.29
14490;21;0;0.17
14491;12;0.06;1.49
14492;12;0.03;0.92
14493;21;0.02;0.92
14494;21;0.01;0.4
14495;21;0;0.29
14496;21;0;0.17
14497;3;0;0.12
14498;21;0;0.12
14499;21;0.01;0.63
14500;21;0.01;0.75
14501;21;0;0.17
14502;12;0;0.17
14503;21;0;0.12
14504;21;0;0.23
14505;3;0;0.12
14506;3;0;0.12
14507;24;0;0.17
14508;3;0;0.12
14509;21;0.38;9.18
14510;21;0.01;0.46
14511;21;0.02;0.69
14512;21;0.01;0.46
14513;12;0.01;0.63
14514;21;0;0.12
14515;21;0;0.17
14516;21;0.01;0.99
14517;21;0.01;0.46
14518;21;0;0.35
14519;21;0;0.23
14520;3;0;0.12
14521;21;0;0.12
14522;21;0;0.12
14523;3;0.02;0.81
14524;21;0.02;0.69
14525;21;0;0.17
14526;21;0.01;0.63
14527;21;0;0.12
14528;12;0.01;0.63
14529;21;0;0.12
14530;21;0;0.17
14531;21;0.03;1.39
14532;3;0.01;0.58
14533;21;0;0.17
14534;21;0;0.12
14535;21;0.06;2.08
14536;21;0;0.12
14537;21;0.02;0.92
14538;21;0.01;0.4
14539;12;0.09;2.07
14540;21;0;0.34
14541;21;0.03;1.55
14542;21;0;0.12
14543;12;0.01;0.58
14544;3;0;0.17
14545;21;0;0.23
14546;21;0;0.17
14547;21;0;0.12
14548;21;0;0.29
14549;21;0.01;0.63
14550;21;0;0.17
14551;21;0.01;0.4
14552;21;0.01;0.75
14553;21;0.01;0.58
14554;21;0;0.17
