Vazão (m³/s);Permanência (%)
11,97570038;58,83
11,97570038;58,82
11,97570038;58,82
11,97570038;58,81
11,97570038;58,81
11,97570038;58,81
11,97570038;58,8
11,97570038;58,8
11,97570038;58,79
11,97570038;58,79
11,97570038;58,78
11,97570038;58,78
11,97570038;58,77
11,97570038;58,77
11,97570038;58,77
11,97570038;58,76
11,97570038;58,76
11,97570038;58,75
11,97570038;58,75
11,97570038;58,74
11,97570038;58,74
11,97570038;58,73
12,02009964;58,73
12,02009964;58,72
12,02009964;58,72
12,02009964;58,72
12,02009964;58,71
12,02009964;58,71
12,02009964;58,7
12,02009964;58,7
12,02009964;58,69
12,02009964;58,69
12,02009964;58,68
12,02009964;58,68
12,02009964;58,68
12,02009964;58,67
12,02009964;58,67
12,02009964;58,66
12,02009964;58,66
12,02009964;58,65
12,02009964;58,65
12,02009964;58,64
12,02009964;58,64
12,02009964;58,64
12,02009964;58,63
12,02009964;58,63
12,02009964;58,62
12,02830029;58,62
12,02830029;58,61
12,02830029;58,61
12,02830029;58,6
12,02830029;58,6
12,02830029;58,59
12,02830029;58,59
12,02830029;58,59
12,02830029;58,58
12,02830029;58,58
12,02830029;58,57
12,02830029;58,57
12,02830029;58,56
12,02830029;58,56
12,02830029;58,55
12,02830029;58,55
12,06029987;58,55
12,06029987;58,54
12,06029987;58,54
12,06029987;58,53
12,06029987;58,53
12,06029987;58,52
12,06029987;58,52
12,06029987;58,51
12,06029987;58,51
12,06029987;58,5
12,06029987;58,5
12,06029987;58,5
12,06029987;58,49
12,06029987;58,49
12,06029987;58,48
12,06029987;58,48
12,06029987;58,47
12,06029987;58,47
12,06029987;58,46
12,06029987;58,46
12,06029987;58,46
12,06029987;58,45
12,06029987;58,45
12,06029987;58,44
12,06029987;58,44
12,06029987;58,43
12,06029987;58,43
12,06029987;58,42
12,06029987;58,42
12,06029987;58,42
12,06029987;58,41
12,06029987;58,41
12,06029987;58,4
12,06029987;58,4
12,06029987;58,39
12,06029987;58,39
12,06029987;58,38
12,06029987;58,38
12,06029987;58,37
12,06029987;58,37
12,06029987;58,37
12,06029987;58,36
12,06029987;58,36
12,06029987;58,35
12,06029987;58,35
12,06029987;58,34
12,06029987;58,34
12,06029987;58,33
12,06029987;58,33
12,06029987;58,33
12,08030033;58,32
12,08030033;58,32
12,08030033;58,31
12,08030033;58,31
12,08030033;58,3
12,08030033;58,3
12,08030033;58,29
12,08030033;58,29
12,08030033;58,28
12,09220028;58,28
12,09220028;58,28
12,09220028;58,27
12,09220028;58,27
12,09220028;58,26
12,09220028;58,26
12,09220028;58,25
12,09220028;58,25
12,09220028;58,24
12,09220028;58,24
12,09220028;58,24
12,09220028;58,23
12,09220028;58,23
12,09220028;58,22
12,09220028;58,22
12,09220028;58,21
12,09220028;58,21
12,09220028;58,2
12,09220028;58,2
12,10719967;58,2
12,10719967;58,19
12,10719967;58,19
12,12419987;58,18
12,12419987;58,18
12,12419987;58,17
12,12419987;58,17
12,12419987;58,16
12,12419987;58,16
12,12419987;58,15
12,12419987;58,15
12,12419987;58,15
12,12419987;58,14
12,12419987;58,14
12,12419987;58,13
12,12419987;58,13
12,12419987;58,12
12,12419987;58,12
12,12419987;58,11
12,12419987;58,11
12,12419987;58,11
12,12419987;58,1
12,12419987;58,1
12,12419987;58,09
12,12419987;58,09
12,12930012;58,08
12,12930012;58,08
12,12930012;58,07
12,12930012;58,07
12,12930012;58,07
12,12930012;58,06
12,12930012;58,06
12,17800045;58,05
12,17800045;58,05
12,17800045;58,04
12,17800045;58,04
12,17800045;58,03
12,17800045;58,03
12,17800045;58,02
12,17800045;58,02
12,17800045;58,02
12,19480038;58,01
12,19480038;58,01
12,19480038;58
12,19480038;58
12,19480038;57,99
12,19480038;57,99
12,19480038;57,98
12,19480038;57,98
12,19480038;57,98
12,19480038;57,97
12,19480038;57,97
12,19480038;57,96
12,19480038;57,96
12,19480038;57,95
12,19480038;57,95
12,19480038;57,94
12,19480038;57,94
12,19480038;57,93
12,19480038;57,93
12,19480038;57,93
12,19480038;57,92
12,19480038;57,92
12,19480038;57,91
12,19480038;57,91
12,19480038;57,9
12,19480038;57,9
12,19480038;57,89
12,19480038;57,89
12,19480038;57,89
12,19480038;57,88
12,19480038;57,88
12,19480038;57,87
12,19480038;57,87
12,19480038;57,86
12,19480038;57,86
12,19480038;57,85
12,19480038;57,85
12,19480038;57,85
12,19480038;57,84
12,19480038;57,84
12,19480038;57,83
12,19480038;57,83
12,19480038;57,82
12,19480038;57,82
12,19480038;57,81
12,19480038;57,81
12,19480038;57,8
12,19480038;57,8
12,19480038;57,8
12,19480038;57,79
12,19480038;57,79
12,19480038;57,78
12,19480038;57,78
12,19480038;57,77
12,19480038;57,77
12,19480038;57,76
12,19480038;57,76
12,19480038;57,76
12,19480038;57,75
12,19480038;57,75
12,19480038;57,74
12,19480038;57,74
12,19480038;57,73
12,19480038;57,73
12,19480038;57,72
12,19480038;57,72
12,19480038;57,71
12,19480038;57,71
12,19480038;57,71
12,19480038;57,7
12,19480038;57,7
12,19480038;57,69
12,19480038;57,69
12,19480038;57,68
12,20339966;57,68
12,20339966;57,67
12,20339966;57,67
12,22749996;57,67
12,22749996;57,66
12,22749996;57,66
12,22749996;57,65
12,22749996;57,65
12,22749996;57,64
12,22749996;57,64
12,22749996;57,63
12,22749996;57,63
12,22749996;57,63
12,22749996;57,62
12,22749996;57,62
12,22749996;57,61
12,22749996;57,61
12,22749996;57,6
12,22749996;57,6
12,22749996;57,59
12,22749996;57,59
12,25590038;57,58
12,25590038;57,58
12,25590038;57,58
12,25590038;57,57
12,25590038;57,57
12,25590038;57,56
12,25590038;57,56
12,28149986;57,55
12,28149986;57,55
12,28149986;57,54
12,28149986;57,54
12,28149986;57,54
12,28149986;57,53
12,28149986;57,53
12,28149986;57,52
12,28149986;57,52
12,28149986;57,51
12,28149986;57,51
12,28149986;57,5
12,28149986;57,5
12,28149986;57,5
12,28149986;57,49
12,28149986;57,49
12,28149986;57,48
12,28149986;57,48
12,28149986;57,47
12,28149986;57,47
12,28149986;57,46
12,28149986;57,46
12,28149986;57,45
12,28149986;57,45
12,30500031;57,45
12,30500031;57,44
12,30500031;57,44
12,30500031;57,43
12,30500031;57,43
12,30500031;57,42
12,30500031;57,42
12,30500031;57,41
12,30500031;57,41
12,30500031;57,41
12,30500031;57,4
12,30550003;57,4
12,30550003;57,39
12,30550003;57,39
12,33209991;57,38
12,33209991;57,38
12,33209991;57,37
12,33209991;57,37
12,33209991;57,36
12,33990002;57,36
12,33990002;57,36
12,33990002;57,35
12,33990002;57,35
12,33990002;57,34
12,33990002;57,34
12,33990002;57,33
12,33990002;57,33
12,33990002;57,32
12,33990002;57,32
12,33990002;57,32
12,33990002;57,31
12,33990002;57,31
12,33990002;57,3
12,33990002;57,3
12,33990002;57,29
12,33990002;57,29
12,33990002;57,28
12,33990002;57,28
12,33990002;57,28
12,33990002;57,27
12,34430027;57,27
12,34430027;57,26
12,34430027;57,26
12,34430027;57,25
12,34430027;57,25
12,34430027;57,24
12,34430027;57,24
12,34430027;57,23
12,34430027;57,23
12,34430027;57,23
12,34430027;57,22
12,34430027;57,22
12,34430027;57,21
12,34430027;57,21
12,34430027;57,2
12,34430027;57,2
12,34430027;57,19
12,34430027;57,19
12,38160038;57,19
12,38160038;57,18
12,38160038;57,18
12,38160038;57,17
12,38160038;57,17
12,38160038;57,16
12,38160038;57,16
12,38160038;57,15
12,38160038;57,15
12,38160038;57,14
12,38160038;57,14
12,38160038;57,14
12,38160038;57,13
12,38160038;57,13
12,38160038;57,12
12,38160038;57,12
12,38160038;57,11
12,42240047;57,11
12,42240047;57,1
12,42240047;57,1
12,42240047;57,1
12,42240047;57,09
12,42240047;57,09
12,42240047;57,08
12,42240047;57,08
12,42240047;57,07
12,42240047;57,07
12,42240047;57,06
12,42240047;57,06
12,42240047;57,06
12,42240047;57,05
12,42240047;57,05
12,42240047;57,04
12,42240047;57,04
12,42240047;57,03
12,42240047;57,03
12,42240047;57,02
12,42240047;57,02
12,42240047;57,01
12,42240047;57,01
12,42240047;57,01
12,42240047;57
12,42240047;57
12,42240047;56,99
12,42240047;56,99
12,42240047;56,98
12,42240047;56,98
12,42240047;56,97
12,42240047;56,97
12,42240047;56,97
12,42240047;56,96
12,42240047;56,96
12,42240047;56,95
12,42240047;56,95
12,42240047;56,94
12,42240047;56,94
12,42240047;56,93
12,42240047;56,93
12,42240047;56,92
12,42240047;56,92
12,42240047;56,92
12,42240047;56,91
12,42240047;56,91
12,42240047;56,9
12,42240047;56,9
12,42240047;56,89
12,42240047;56,89
12,42240047;56,88
12,42240047;56,88
12,42240047;56,88
12,42240047;56,87
12,42240047;56,87
12,42240047;56,86
12,42240047;56,86
12,42240047;56,85
12,42240047;56,85
12,42240047;56,84
12,42240047;56,84
12,42240047;56,84
12,42240047;56,83
12,42240047;56,83
12,42240047;56,82
12,42240047;56,82
12,42240047;56,81
12,42240047;56,81
12,42240047;56,8
12,42240047;56,8
12,42240047;56,79
12,42240047;56,79
12,42240047;56,79
12,42240047;56,78
12,42240047;56,78
12,42240047;56,77
12,42240047;56,77
12,42240047;56,76
12,42240047;56,76
12,42240047;56,75
12,42240047;56,75
12,42240047;56,75
12,42240047;56,74
12,43630028;56,74
12,43630028;56,73
12,43630028;56,73
12,43630028;56,72
12,43630028;56,72
12,43630028;56,71
12,43630028;56,71
12,43630028;56,71
12,43630028;56,7
12,43630028;56,7
12,43630028;56,69
12,43630028;56,69
12,43630028;56,68
12,43630028;56,68
12,43630028;56,67
12,43630028;56,67
12,43630028;56,66
12,43630028;56,66
12,43630028;56,66
12,43630028;56,65
12,43630028;56,65
12,43630028;56,64
12,43669987;56,64
12,43669987;56,63
12,43669987;56,63
12,43669987;56,62
12,43669987;56,62
12,48509979;56,62
12,48509979;56,61
12,48509979;56,61
12,48509979;56,6
12,48509979;56,6
12,48509979;56,59
12,48509979;56,59
12,48509979;56,58
12,48509979;56,58
12,48509979;56,57
12,48509979;56,57
12,48509979;56,57
12,48509979;56,56
12,48509979;56,56
12,48509979;56,55
12,48509979;56,55
12,48509979;56,54
12,48509979;56,54
12,48509979;56,53
12,50430012;56,53
12,50430012;56,53
12,50430012;56,52
12,50430012;56,52
12,50430012;56,51
12,50430012;56,51
12,50430012;56,5
12,50430012;56,5
12,50430012;56,49
12,50430012;56,49
12,50430012;56,49
12,50430012;56,48
12,50430012;56,48
12,50430012;56,47
12,50430012;56,47
12,50430012;56,46
12,50430012;56,46
12,50430012;56,45
12,50430012;56,45
12,50430012;56,44
12,50430012;56,44
12,50430012;56,44
12,50430012;56,43
12,50430012;56,43
12,50430012;56,42
12,50430012;56,42
12,50430012;56,41
12,50430012;56,41
12,50430012;56,4
12,50430012;56,4
12,50430012;56,4
12,50430012;56,39
12,50430012;56,39
12,50430012;56,38
12,50430012;56,38
12,50430012;56,37
12,50430012;56,37
12,50430012;56,36
12,50430012;56,36
12,50430012;56,35
12,50430012;56,35
12,50500011;56,35
12,50500011;56,34
12,50500011;56,34
12,50500011;56,33
12,50500011;56,33
12,50500011;56,32
12,50500011;56,32
12,50500011;56,31
12,53120041;56,31
12,53120041;56,31
12,53120041;56,3
12,53120041;56,3
12,53120041;56,29
12,53120041;56,29
12,53120041;56,28
12,53120041;56,28
12,53120041;56,27
12,53120041;56,27
12,53120041;56,27
12,53120041;56,26
12,53120041;56,26
12,53120041;56,25
12,53619957;56,25
12,53619957;56,24
12,53619957;56,24
12,53619957;56,23
12,53619957;56,23
12,53619957;56,22
12,53619957;56,22
12,53619957;56,22
12,53619957;56,21
12,55679989;56,21
12,55679989;56,2
12,55679989;56,2
12,55679989;56,19
12,55679989;56,19
12,55679989;56,18
12,55679989;56,18
12,55679989;56,18
12,55679989;56,17
12,55679989;56,17
12,55679989;56,16
12,55679989;56,16
12,55679989;56,15
12,55679989;56,15
12,55679989;56,14
12,55679989;56,14
12,55679989;56,14
12,55679989;56,13
12,55679989;56,13
12,55679989;56,12
12,55679989;56,12
12,55679989;56,11
12,55679989;56,11
12,55679989;56,1
12,55679989;56,1
12,55679989;56,09
12,55679989;56,09
12,55679989;56,09
12,55679989;56,08
12,58650017;56,08
12,58650017;56,07
12,58650017;56,07
12,58650017;56,06
12,58650017;56,06
12,58650017;56,05
12,58650017;56,05
12,58650017;56,05
12,58650017;56,04
12,58650017;56,04
12,58650017;56,03
12,58650017;56,03
12,58650017;56,02
12,58650017;56,02
12,59899998;56,01
12,59899998;56,01
12,59899998;56
12,59899998;56
12,59899998;56
12,59899998;55,99
12,59899998;55,99
12,59899998;55,98
12,59899998;55,98
12,59899998;55,97
12,59899998;55,97
12,59899998;55,96
12,59899998;55,96
12,59899998;55,96
12,59899998;55,95
12,59899998;55,95
12,59899998;55,94
12,59899998;55,94
12,59899998;55,93
12,59899998;55,93
12,64640045;55,92
12,64640045;55,92
12,64640045;55,92
12,64640045;55,91
12,64640045;55,91
12,64640045;55,9
12,64640045;55,9
12,64640045;55,89
12,64640045;55,89
12,64640045;55,88
12,64640045;55,88
12,64640045;55,87
12,64640045;55,87
12,65170002;55,87
12,65170002;55,86
12,65170002;55,86
12,65170002;55,85
12,65170002;55,85
12,65170002;55,84
12,65170002;55,84
12,65170002;55,83
12,65170002;55,83
12,65170002;55,83
12,65170002;55,82
12,65170002;55,82
12,65170002;55,81
12,65170002;55,81
12,65170002;55,8
12,65170002;55,8
12,65170002;55,79
12,65170002;55,79
12,65170002;55,78
12,65170002;55,78
12,65170002;55,78
12,65170002;55,77
12,65170002;55,77
12,65170002;55,76
12,65170002;55,76
12,65170002;55,75
12,65170002;55,75
12,65170002;55,74
12,65170002;55,74
12,65170002;55,74
12,65170002;55,73
12,65170002;55,73
12,65170002;55,72
12,65170002;55,72
12,65170002;55,71
12,65170002;55,71
12,65170002;55,7
12,65170002;55,7
12,65170002;55,7
12,65170002;55,69
12,65170002;55,69
12,65170002;55,68
12,65170002;55,68
12,65170002;55,67
12,65170002;55,67
12,65170002;55,66
12,65170002;55,66
12,65170002;55,65
12,65170002;55,65
12,65170002;55,65
12,65170002;55,64
12,65170002;55,64
12,65170002;55,63
12,65170002;55,63
12,65170002;55,62
12,65170002;55,62
12,65170002;55,61
12,65170002;55,61
12,65170002;55,61
12,65170002;55,6
12,65170002;55,6
12,65170002;55,59
12,65170002;55,59
12,65170002;55,58
12,65170002;55,58
12,65170002;55,57
12,65170002;55,57
12,65170002;55,57
12,65170002;55,56
12,65170002;55,56
12,65170002;55,55
12,65170002;55,55
12,65170002;55,54
12,65170002;55,54
12,65170002;55,53
12,65170002;55,53
12,65170002;55,52
12,65170002;55,52
12,65170002;55,52
12,65170002;55,51
12,65170002;55,51
12,67160034;55,5
12,67160034;55,5
12,67160034;55,49
12,70569992;55,49
12,7159996;55,48
12,7159996;55,48
12,7159996;55,48
12,7159996;55,47
12,7159996;55,47
12,7159996;55,46
12,7159996;55,46
12,7159996;55,45
12,7159996;55,45
12,7159996;55,44
12,7159996;55,44
12,72869968;55,43
12,72869968;55,43
12,72869968;55,43
12,72869968;55,42
12,72869968;55,42
12,72869968;55,41
12,72869968;55,41
12,72869968;55,4
12,72869968;55,4
12,72869968;55,39
12,72869968;55,39
12,72869968;55,39
12,72869968;55,38
12,72869968;55,38
12,72869968;55,37
12,72869968;55,37
12,72869968;55,36
12,72869968;55,36
12,72869968;55,35
12,72869968;55,35
12,72869968;55,35
12,72869968;55,34
12,72869968;55,34
12,72869968;55,33
12,72869968;55,33
12,72869968;55,32
12,72869968;55,32
12,72869968;55,31
12,72869968;55,31
12,72869968;55,3
12,72869968;55,3
12,72869968;55,3
12,72869968;55,29
12,72869968;55,29
12,72869968;55,28
12,72869968;55,28
12,7414999;55,27
12,7414999;55,27
12,7414999;55,26
12,7414999;55,26
12,7414999;55,26
12,7414999;55,25
12,7414999;55,25
12,7414999;55,24
12,7414999;55,24
12,75879955;55,23
12,75879955;55,23
12,75879955;55,22
12,75879955;55,22
12,75879955;55,21
12,75879955;55,21
12,75879955;55,21
12,75879955;55,2
12,75879955;55,2
12,75879955;55,19
12,75879955;55,19
12,75879955;55,18
12,75879955;55,18
12,75879955;55,17
12,75879955;55,17
12,75879955;55,17
12,75879955;55,16
12,75879955;55,16
12,75879955;55,15
12,75879955;55,15
12,75879955;55,14
12,75879955;55,14
12,75879955;55,13
12,75879955;55,13
12,75879955;55,13
12,75879955;55,12
12,75879955;55,12
12,75879955;55,11
12,75879955;55,11
12,75879955;55,1
12,75879955;55,1
12,75879955;55,09
12,75879955;55,09
12,75879955;55,08
12,75879955;55,08
12,75879955;55,08
12,75879955;55,07
12,75879955;55,07
12,75879955;55,06
12,75879955;55,06
12,75879955;55,05
12,75879955;55,05
12,75879955;55,04
12,77519989;55,04
12,77519989;55,04
12,77519989;55,03
12,77519989;55,03
12,77519989;55,02
12,77519989;55,02
12,77519989;55,01
12,77519989;55,01
12,77519989;55
12,77519989;55
12,77519989;55
12,77519989;54,99
12,77519989;54,99
12,77519989;54,98
12,77519989;54,98
12,79259968;54,97
12,79259968;54,97
12,79259968;54,96
12,79259968;54,96
12,79259968;54,95
12,79259968;54,95
12,79259968;54,95
12,79259968;54,94
12,79259968;54,94
12,79259968;54,93
12,79259968;54,93
12,79259968;54,92
12,79259968;54,92
12,79259968;54,91
12,79259968;54,91
12,79259968;54,91
12,79259968;54,9
12,79259968;54,9
12,79259968;54,89
12,79259968;54,89
12,79259968;54,88
12,79259968;54,88
12,79259968;54,87
12,79259968;54,87
12,79259968;54,86
12,79259968;54,86
12,79259968;54,86
12,79259968;54,85
12,79259968;54,85
12,79259968;54,84
12,79259968;54,84
12,85620022;54,83
12,85620022;54,83
12,85620022;54,82
12,85620022;54,82
12,85620022;54,82
12,85620022;54,81
12,85620022;54,81
12,85620022;54,8
12,85620022;54,8
12,85620022;54,79
12,85620022;54,79
12,85620022;54,78
12,85620022;54,78
12,85620022;54,78
12,85620022;54,77
12,85620022;54,77
12,85620022;54,76
12,85620022;54,76
12,85789967;54,75
12,85789967;54,75
12,85789967;54,74
12,85789967;54,74
12,85789967;54,73
12,85789967;54,73
12,85789967;54,73
12,85789967;54,72
12,85789967;54,72
12,85789967;54,71
12,85789967;54,71
12,85789967;54,7
12,85789967;54,7
12,88249969;54,69
12,88249969;54,69
12,88249969;54,69
12,88249969;54,68
12,88249969;54,68
12,88249969;54,67
12,88249969;54,67
12,88249969;54,66
12,88249969;54,66
12,88249969;54,65
12,88249969;54,65
12,88249969;54,64
12,88249969;54,64
12,88249969;54,64
12,88249969;54,63
12,88249969;54,63
12,88249969;54,62
12,88249969;54,62
12,88249969;54,61
12,88249969;54,61
12,88249969;54,6
12,88249969;54,6
12,88249969;54,6
12,88249969;54,59
12,88249969;54,59
12,88249969;54,58
12,88249969;54,58
12,88249969;54,57
12,88249969;54,57
12,88249969;54,56
12,88249969;54,56
12,88249969;54,56
12,88249969;54,55
12,88249969;54,55
12,88249969;54,54
12,88249969;54,54
12,88249969;54,53
12,88249969;54,53
12,88249969;54,52
12,88249969;54,52
12,88249969;54,51
12,88249969;54,51
12,88249969;54,51
12,88249969;54,5
12,88249969;54,5
12,88249969;54,49
12,88249969;54,49
12,88249969;54,48
12,88249969;54,48
12,88249969;54,47
12,88249969;54,47
12,88249969;54,47
12,88249969;54,46
12,88249969;54,46
12,88249969;54,45
12,88249969;54,45
12,88249969;54,44
12,88249969;54,44
12,88249969;54,43
12,88249969;54,43
12,88249969;54,42
12,88249969;54,42
12,88249969;54,42
12,88249969;54,41
12,88249969;54,41
12,88249969;54,4
12,88249969;54,4
12,88249969;54,39
12,88249969;54,39
12,88249969;54,38
12,88249969;54,38
12,88249969;54,38
12,88249969;54,37
12,88249969;54,37
12,88249969;54,36
12,88249969;54,36
12,88249969;54,35
12,88249969;54,35
12,88249969;54,34
12,88249969;54,34
12,88249969;54,34
12,88249969;54,33
12,88249969;54,33
12,9076004;54,32
12,9076004;54,32
12,9076004;54,31
12,9076004;54,31
12,9076004;54,3
12,9076004;54,3
12,90820026;54,29
12,90820026;54,29
12,90820026;54,29
12,94799995;54,28
12,94799995;54,28
12,94799995;54,27
12,94799995;54,27
12,94799995;54,26
12,94799995;54,26
12,94799995;54,25
12,94799995;54,25
12,94799995;54,25
12,94799995;54,24
12,94859982;54,24
12,94859982;54,23
12,94859982;54,23
12,94859982;54,22
12,94859982;54,22
12,94859982;54,21
12,94859982;54,21
12,94859982;54,21
12,94859982;54,2
12,94859982;54,2
12,94859982;54,19
12,94859982;54,19
12,94859982;54,18
12,95479965;54,18
12,95479965;54,17
12,95479965;54,17
12,95479965;54,16
12,95479965;54,16
12,95479965;54,16
12,95479965;54,15
12,95479965;54,15
12,95479965;54,14
12,95479965;54,14
12,95479965;54,13
12,95479965;54,13
12,95479965;54,12
12,95479965;54,12
12,95479965;54,12
12,95479965;54,11
12,95479965;54,11
12,95479965;54,1
12,95479965;54,1
12,95479965;54,09
12,95479965;54,09
12,95479965;54,08
12,95479965;54,08
12,95479965;54,07
12,95479965;54,07
12,95479965;54,07
12,95479965;54,06
12,95479965;54,06
12,95479965;54,05
12,95479965;54,05
12,95479965;54,04
12,95479965;54,04
12,95479965;54,03
12,95479965;54,03
12,95479965;54,03
12,95479965;54,02
12,95479965;54,02
12,95479965;54,01
12,98779964;54,01
12,98779964;54
12,98779964;54
12,98779964;53,99
12,98779964;53,99
12,98779964;53,99
12,98779964;53,98
12,98779964;53,98
12,98779964;53,97
12,99479961;53,97
12,99479961;53,96
12,99479961;53,96
12,99479961;53,95
12,99479961;53,95
12,99479961;53,94
12,99479961;53,94
12,99479961;53,94
12,99479961;53,93
12,99479961;53,93
12,99479961;53,92
12,99479961;53,92
12,99479961;53,91
12,99479961;53,91
12,99479961;53,9
13;53,9
13;53,9
13;53,89
13;53,89
13;53,88
13;53,88
13;53,87
13;53,87
13;53,86
13;53,86
13,07059956;53,85
13,07059956;53,85
13,07059956;53,85
13,07059956;53,84
13,07059956;53,84
13,07059956;53,83
13,07059956;53,83
13,07059956;53,82
13,07059956;53,82
13,07059956;53,81
13,07059956;53,81
13,07059956;53,81
13,07059956;53,8
13,07059956;53,8
13,07059956;53,79
13,07059956;53,79
13,07059956;53,78
13,07059956;53,78
13,07059956;53,77
13,07059956;53,77
13,07059956;53,77
13,11060047;53,76
13,11060047;53,76
13,11060047;53,75
13,11060047;53,75
13,11060047;53,74
13,11489964;53,74
13,11489964;53,73
13,11489964;53,73
13,11489964;53,72
13,11489964;53,72
13,11489964;53,72
13,11489964;53,71
13,11489964;53,71
13,11489964;53,7
13,11489964;53,7
13,11489964;53,69
13,11489964;53,69
13,11489964;53,68
13,11489964;53,68
13,11489964;53,68
13,11489964;53,67
13,11489964;53,67
13,11489964;53,66
13,11489964;53,66
13,11489964;53,65
13,11489964;53,65
13,11489964;53,64
13,11489964;53,64
13,11489964;53,64
13,11489964;53,63
13,11489964;53,63
13,11489964;53,62
13,11489964;53,62
13,11489964;53,61
13,11489964;53,61
13,11489964;53,6
13,11489964;53,6
13,11489964;53,59
13,11489964;53,59
13,11489964;53,59
13,11489964;53,58
13,11489964;53,58
13,11489964;53,57
13,11489964;53,57
13,11489964;53,56
13,11489964;53,56
13,11489964;53,55
13,11489964;53,55
13,11489964;53,55
13,11489964;53,54
13,11489964;53,54
13,11489964;53,53
13,11489964;53,53
13,11489964;53,52
13,11489964;53,52
13,11489964;53,51
13,11489964;53,51
13,11489964;53,5
13,11489964;53,5
13,11489964;53,5
13,11489964;53,49
13,11489964;53,49
13,11489964;53,48
13,11489964;53,48
13,11489964;53,47
13,11489964;53,47
13,11489964;53,46
13,11489964;53,46
13,11489964;53,46
13,11489964;53,45
13,11489964;53,45
13,11489964;53,44
13,11489964;53,44
13,11489964;53,43
13,11489964;53,43
13,11489964;53,42
13,11489964;53,42
13,11489964;53,42
13,11489964;53,41
13,11590004;53,41
13,11590004;53,4
13,11590004;53,4
13,11590004;53,39
13,11590004;53,39
13,11590004;53,38
13,11590004;53,38
13,11590004;53,37
13,11590004;53,37
13,11590004;53,37
13,11590004;53,36
13,11590004;53,36
13,11590004;53,35
13,11590004;53,35
13,11590004;53,34
13,11590004;53,34
13,11590004;53,33
13,11590004;53,33
13,11590004;53,33
13,11590004;53,32
13,11590004;53,32
13,11590004;53,31
13,11590004;53,31
13,15579987;53,3
13,15579987;53,3
13,15579987;53,29
13,15579987;53,29
13,15579987;53,28
13,15579987;53,28
13,15579987;53,28
13,15579987;53,27
13,15579987;53,27
13,15579987;53,26
13,15579987;53,26
13,15579987;53,25
13,15579987;53,25
13,15579987;53,24
13,15579987;53,24
13,15579987;53,24
13,15579987;53,23
13,15579987;53,23
13,15579987;53,22
13,15579987;53,22
13,15579987;53,21
13,18260002;53,21
13,18260002;53,2
13,18260002;53,2
13,18260002;53,2
13,18260002;53,19
13,18260002;53,19
13,18260002;53,18
13,18260002;53,18
13,18260002;53,17
13,18260002;53,17
13,18260002;53,16
13,18260002;53,16
13,18260002;53,15
13,18260002;53,15
13,18260002;53,15
13,18260002;53,14
13,18260002;53,14
13,18260002;53,13
13,18260002;53,13
13,18260002;53,12
13,18260002;53,12
13,18260002;53,11
13,18260002;53,11
13,18260002;53,11
13,18260002;53,1
13,18260002;53,1
13,18260002;53,09
13,18260002;53,09
13,18260002;53,08
13,18260002;53,08
13,18260002;53,07
13,18260002;53,07
13,18260002;53,07
13,18260002;53,06
13,18260002;53,06
13,18260002;53,05
13,18260002;53,05
13,18270016;53,04
13,18270016;53,04
13,18270016;53,03
13,18270016;53,03
13,18270016;53,02
13,18270016;53,02
13,20860004;53,02
13,20860004;53,01
13,20860004;53,01
13,20860004;53
13,20860004;53
13,20860004;52,99
13,20860004;52,99
13,20860004;52,98
13,20860004;52,98
13,20860004;52,98
13,20860004;52,97
13,20860004;52,97
13,20860004;52,96
13,20860004;52,96
13,20860004;52,95
13,20860004;52,95
13,20860004;52,94
13,20860004;52,94
13,20860004;52,93
13,20860004;52,93
13,20860004;52,93
13,20860004;52,92
13,21590042;52,92
13,21590042;52,91
13,21590042;52,91
13,21590042;52,9
13,21590042;52,9
13,21590042;52,89
13,21590042;52,89
13,21590042;52,89
13,21590042;52,88
13,21590042;52,88
13,21829987;52,87
13,21829987;52,87
13,21829987;52,86
13,21829987;52,86
13,21829987;52,85
13,21829987;52,85
13,21829987;52,85
13,21829987;52,84
13,21829987;52,84
13,21829987;52,83
13,21829987;52,83
13,21829987;52,82
13,21829987;52,82
13,21829987;52,81
13,28460026;52,81
13,28460026;52,8
13,28460026;52,8
13,28460026;52,8
13,28460026;52,79
13,28460026;52,79
13,28460026;52,78
13,28460026;52,78
13,28460026;52,77
13,28460026;52,77
13,28460026;52,76
13,28460026;52,76
13,28460026;52,76
13,28460026;52,75
13,28460026;52,75
13,28460026;52,74
13,28460026;52,74
13,28460026;52,73
13,28460026;52,73
13,28460026;52,72
13,28460026;52,72
13,28460026;52,71
13,28460026;52,71
13,28460026;52,71
13,28460026;52,7
13,28460026;52,7
13,3149004;52,69
13,3149004;52,69
13,3149004;52,68
13,3149004;52,68
13,3149004;52,67
13,34879971;52,67
13,34879971;52,67
13,34879971;52,66
13,34879971;52,66
13,34879971;52,65
13,34879971;52,65
13,34879971;52,64
13,34879971;52,64
13,34879971;52,63
13,34879971;52,63
13,34879971;52,63
13,34879971;52,62
13,34879971;52,62
13,34879971;52,61
13,34879971;52,61
13,34879971;52,6
13,34879971;52,6
13,34879971;52,59
13,34879971;52,59
13,34879971;52,58
13,34879971;52,58
13,34879971;52,58
13,34879971;52,57
13,34879971;52,57
13,34879971;52,56
13,34879971;52,56
13,34879971;52,55
13,34879971;52,55
13,34879971;52,54
13,34879971;52,54
13,34879971;52,54
13,34879971;52,53
13,34879971;52,53
