Vazão (m³/s);Permanência (%)
9,610099792;73,66
9,610099792;73,65
9,610099792;73,65
9,610099792;73,64
9,610099792;73,64
9,610099792;73,64
9,610099792;73,63
9,610099792;73,63
9,610099792;73,62
9,610099792;73,62
9,610099792;73,61
9,610099792;73,61
9,610099792;73,6
9,610099792;73,6
9,610099792;73,59
9,610099792;73,59
9,610099792;73,59
9,610099792;73,58
9,610099792;73,58
9,610099792;73,57
9,610099792;73,57
9,610099792;73,56
9,636300087;73,56
9,636300087;73,55
9,636300087;73,55
9,636300087;73,55
9,636300087;73,54
9,636300087;73,54
9,636300087;73,53
9,636300087;73,53
9,636300087;73,52
9,636300087;73,52
9,636300087;73,51
9,636300087;73,51
9,636300087;73,5
9,636300087;73,5
9,636300087;73,5
9,636300087;73,49
9,636300087;73,49
9,636300087;73,48
9,636300087;73,48
9,636300087;73,47
9,636300087;73,47
9,636300087;73,46
9,636300087;73,46
9,636300087;73,46
9,636300087;73,45
9,636300087;73,45
9,636300087;73,44
9,636699677;73,44
9,636699677;73,43
9,636699677;73,43
9,636699677;73,42
9,636699677;73,42
9,636699677;73,42
9,636699677;73,41
9,636699677;73,41
9,636699677;73,4
9,636699677;73,4
9,636699677;73,39
9,636699677;73,39
9,636699677;73,38
9,636699677;73,38
9,636699677;73,37
9,636699677;73,37
9,636699677;73,37
9,636699677;73,36
9,636699677;73,36
9,636699677;73,35
9,641699791;73,35
9,641699791;73,34
9,641699791;73,34
9,645600319;73,33
9,645600319;73,33
9,645600319;73,33
9,645600319;73,32
9,645600319;73,32
9,645600319;73,31
9,645600319;73,31
9,645600319;73,3
9,645600319;73,3
9,645600319;73,29
9,645600319;73,29
9,645600319;73,28
9,645600319;73,28
9,645600319;73,28
9,645600319;73,27
9,645600319;73,27
9,645600319;73,26
9,645600319;73,26
9,645600319;73,25
9,645600319;73,25
9,645600319;73,24
9,645600319;73,24
9,645600319;73,24
9,645600319;73,23
9,645600319;73,23
9,645600319;73,22
9,645600319;73,22
9,645600319;73,21
9,645600319;73,21
9,645600319;73,2
9,645600319;73,2
9,645600319;73,2
9,645600319;73,19
9,645600319;73,19
9,645600319;73,18
9,645600319;73,18
9,645600319;73,17
9,645600319;73,17
9,645600319;73,16
9,645600319;73,16
9,645600319;73,15
9,645600319;73,15
9,64869976;73,15
9,64869976;73,14
9,64869976;73,14
9,64869976;73,13
9,64869976;73,13
9,64869976;73,12
9,64869976;73,12
9,64869976;73,11
9,64869976;73,11
9,64869976;73,11
9,64869976;73,1
9,64869976;73,1
9,64869976;73,09
9,64869976;73,09
9,64869976;73,08
9,64869976;73,08
9,64869976;73,07
9,64869976;73,07
9,64869976;73,07
9,64869976;73,06
9,64869976;73,06
9,64869976;73,05
9,64869976;73,05
9,64869976;73,04
9,706199646;73,04
9,706199646;73,03
9,706199646;73,03
9,706199646;73,02
9,706199646;73,02
9,706199646;73,02
9,706199646;73,01
9,706199646;73,01
9,710700035;73
9,710700035;73
9,710700035;72,99
9,710700035;72,99
9,710700035;72,98
9,710700035;72,98
9,710700035;72,98
9,710700035;72,97
9,710700035;72,97
9,710700035;72,96
9,710700035;72,96
9,710700035;72,95
9,710700035;72,95
9,710700035;72,94
9,710700035;72,94
9,710700035;72,93
9,710700035;72,93
9,710700035;72,93
9,710700035;72,92
9,710700035;72,92
9,710700035;72,91
9,710700035;72,91
9,710700035;72,9
9,738100052;72,9
9,738100052;72,89
9,738100052;72,89
9,738100052;72,89
9,738100052;72,88
9,738100052;72,88
9,738100052;72,87
9,738100052;72,87
9,738100052;72,86
9,738100052;72,86
9,738100052;72,85
9,738100052;72,85
9,738100052;72,85
9,738100052;72,84
9,738100052;72,84
9,738100052;72,83
9,738100052;72,83
9,738100052;72,82
9,738100052;72,82
9,738100052;72,81
9,738100052;72,81
9,738100052;72,8
9,738100052;72,8
9,738100052;72,8
9,738100052;72,79
9,738100052;72,79
9,738100052;72,78
9,738100052;72,78
9,738100052;72,77
9,738100052;72,77
9,738100052;72,76
9,738100052;72,76
9,748800278;72,76
9,748800278;72,75
9,748800278;72,75
9,748800278;72,74
9,748800278;72,74
9,748800278;72,73
9,748800278;72,73
9,795999527;72,72
9,795999527;72,72
9,795999527;72,71
9,795999527;72,71
9,795999527;72,71
9,796600342;72,7
9,796600342;72,7
9,796600342;72,69
9,796600342;72,69
9,796600342;72,68
9,796600342;72,68
9,796600342;72,67
9,796600342;72,67
9,796600342;72,67
9,796600342;72,66
9,796600342;72,66
9,796600342;72,65
9,796600342;72,65
9,796600342;72,64
9,796600342;72,64
9,796600342;72,63
9,796600342;72,63
9,796600342;72,63
9,796600342;72,62
9,796600342;72,62
9,796600342;72,61
9,796600342;72,61
9,796600342;72,6
9,796600342;72,6
9,796600342;72,59
9,796600342;72,59
9,796600342;72,58
9,796600342;72,58
9,796600342;72,58
9,796600342;72,57
9,796600342;72,57
9,796600342;72,56
9,796600342;72,56
9,796600342;72,55
9,796600342;72,55
9,796600342;72,54
9,796600342;72,54
9,796600342;72,54
9,796600342;72,53
9,796600342;72,53
9,796600342;72,52
9,796600342;72,52
9,796600342;72,51
9,796600342;72,51
9,796600342;72,5
9,796600342;72,5
9,796600342;72,5
9,796600342;72,49
9,796600342;72,49
9,796600342;72,48
9,796600342;72,48
9,796600342;72,47
9,796600342;72,47
9,796600342;72,46
9,796600342;72,46
9,796600342;72,45
9,796600342;72,45
9,796600342;72,45
9,796600342;72,44
9,796600342;72,44
9,796600342;72,43
9,796600342;72,43
9,796600342;72,42
9,796600342;72,42
9,796600342;72,41
9,796600342;72,41
9,796600342;72,41
9,796600342;72,4
9,796600342;72,4
9,796600342;72,39
9,796600342;72,39
9,796600342;72,38
9,796600342;72,38
9,796600342;72,37
9,796600342;72,37
9,796600342;72,36
9,796600342;72,36
9,796600342;72,36
9,796600342;72,35
9,796600342;72,35
9,796600342;72,34
9,796600342;72,34
9,796600342;72,33
9,796600342;72,33
9,796600342;72,32
9,823800087;72,32
9,823800087;72,32
9,823800087;72,31
9,823800087;72,31
9,823800087;72,3
9,823800087;72,3
9,823800087;72,29
9,823800087;72,29
9,823800087;72,28
9,823800087;72,28
9,823800087;72,28
9,823800087;72,27
9,823800087;72,27
9,823800087;72,26
9,827300072;72,26
9,827300072;72,25
9,827300072;72,25
9,827300072;72,24
9,827300072;72,24
9,827300072;72,23
9,835399628;72,23
9,835399628;72,23
9,835399628;72,22
9,835399628;72,22
9,835399628;72,21
9,835399628;72,21
9,835399628;72,2
9,835399628;72,2
9,835399628;72,19
9,835399628;72,19
9,835399628;72,19
9,835399628;72,18
9,835399628;72,18
9,835399628;72,17
9,835399628;72,17
9,835399628;72,16
9,835399628;72,16
9,835399628;72,15
9,844400406;72,15
9,844400406;72,14
9,844400406;72,14
9,844400406;72,14
9,844400406;72,13
9,844400406;72,13
9,844400406;72,12
9,844400406;72,12
9,844400406;72,11
9,844400406;72,11
9,844400406;72,1
9,844400406;72,1
9,844400406;72,1
9,844400406;72,09
9,844400406;72,09
9,844400406;72,08
9,845499992;72,08
9,845499992;72,07
9,845499992;72,07
9,845499992;72,06
9,845499992;72,06
9,845499992;72,06
9,845499992;72,05
9,845499992;72,05
9,845499992;72,04
9,845499992;72,04
9,845499992;72,03
9,845499992;72,03
9,845499992;72,02
9,845499992;72,02
9,845499992;72,01
9,845499992;72,01
9,845499992;72,01
9,845499992;72
9,845499992;72
9,845499992;71,99
9,845499992;71,99
9,845499992;71,98
9,845499992;71,98
9,845499992;71,97
9,845499992;71,97
9,845499992;71,97
9,845499992;71,96
9,845499992;71,96
9,845499992;71,95
9,914500237;71,95
9,914500237;71,94
9,914500237;71,94
9,914500237;71,93
9,914500237;71,93
9,914500237;71,92
9,914500237;71,92
9,914500237;71,92
9,914500237;71,91
9,914500237;71,91
9,914500237;71,9
9,937399864;71,9
9,937399864;71,89
9,937399864;71,89
9,937399864;71,88
9,937399864;71,88
9,937399864;71,88
9,937399864;71,87
9,937399864;71,87
9,937399864;71,86
9,937399864;71,86
9,937399864;71,85
9,937399864;71,85
9,937399864;71,84
9,937399864;71,84
9,937399864;71,84
9,937399864;71,83
9,937399864;71,83
9,937399864;71,82
9,937399864;71,82
9,937399864;71,81
9,937399864;71,81
9,937399864;71,8
9,937399864;71,8
9,937399864;71,79
9,937399864;71,79
9,937399864;71,79
9,937399864;71,78
9,937399864;71,78
9,937399864;71,77
9,937399864;71,77
9,937399864;71,76
9,940799713;71,76
9,940799713;71,75
9,940799713;71,75
9,940799713;71,75
9,940799713;71,74
9,940799713;71,74
9,940799713;71,73
9,940799713;71,73
9,940799713;71,72
9,940799713;71,72
9,940799713;71,71
9,940799713;71,71
9,940799713;71,71
9,940799713;71,7
9,940799713;71,7
9,940799713;71,69
9,940799713;71,69
9,940799713;71,68
9,940799713;71,68
9,940799713;71,67
9,940799713;71,67
9,940799713;71,66
9,940799713;71,66
9,940799713;71,66
9,940799713;71,65
9,940799713;71,65
9,940799713;71,64
9,940799713;71,64
9,940799713;71,63
9,940799713;71,63
9,940799713;71,62
9,940799713;71,62
9,940799713;71,62
9,940799713;71,61
9,940799713;71,61
9,940799713;71,6
9,940799713;71,6
9,940799713;71,59
9,940799713;71,59
9,940799713;71,58
9,940799713;71,58
9,940799713;71,57
9,940799713;71,57
9,940799713;71,57
9,940799713;71,56
9,940799713;71,56
9,940799713;71,55
9,940799713;71,55
9,940799713;71,54
9,940799713;71,54
9,940799713;71,53
9,940799713;71,53
9,940799713;71,53
9,940799713;71,52
9,940799713;71,52
9,940799713;71,51
9,940799713;71,51
9,940799713;71,5
9,940799713;71,5
9,940799713;71,49
9,940799713;71,49
9,940799713;71,49
9,940799713;71,48
9,940799713;71,48
9,940799713;71,47
9,940799713;71,47
9,963299751;71,46
9,963299751;71,46
9,963299751;71,45
9,963299751;71,45
9,963299751;71,44
9,983300209;71,44
9,983300209;71,44
9,983300209;71,43
9,983300209;71,43
9,983300209;71,42
9,983300209;71,42
9,983300209;71,41
9,983300209;71,41
9,983300209;71,4
9,983300209;71,4
9,983300209;71,4
10,00640011;71,39
10,00640011;71,39
10,00640011;71,38
10,00640011;71,38
10,00640011;71,37
10,00640011;71,37
10,00640011;71,36
10,00640011;71,36
10,00640011;71,35
10,00640011;71,35
10,00640011;71,35
10,00640011;71,34
10,00640011;71,34
10,00640011;71,33
10,00640011;71,33
10,00640011;71,32
10,00640011;71,32
10,00640011;71,31
10,00640011;71,31
10,00640011;71,31
10,00640011;71,3
10,00640011;71,3
10,00640011;71,29
10,00640011;71,29
10,00640011;71,28
10,00640011;71,28
10,00640011;71,27
10,00640011;71,27
10,00640011;71,27
10,00640011;71,26
10,00640011;71,26
10,00640011;71,25
10,00640011;71,25
10,00640011;71,24
10,00640011;71,24
10,00640011;71,23
10,00640011;71,23
10,00640011;71,22
10,00640011;71,22
10,00640011;71,22
10,00640011;71,21
10,00640011;71,21
10,00640011;71,2
10,00640011;71,2
10,00640011;71,19
10,00640011;71,19
10,00640011;71,18
10,00640011;71,18
10,00640011;71,18
10,00640011;71,17
10,00640011;71,17
10,00640011;71,16
10,00640011;71,16
10,00640011;71,15
10,00640011;71,15
10,00640011;71,14
10,00640011;71,14
10,00640011;71,14
10,00640011;71,13
10,00640011;71,13
10,00640011;71,12
10,00640011;71,12
10,00640011;71,11
10,00640011;71,11
10,00640011;71,1
10,00640011;71,1
10,00640011;71,09
10,00640011;71,09
10,00640011;71,09
10,00640011;71,08
10,00640011;71,08
10,00640011;71,07
10,00640011;71,07
10,00640011;71,06
10,00640011;71,06
10,00640011;71,05
10,00640011;71,05
10,00640011;71,05
10,00640011;71,04
10,00640011;71,04
10,00640011;71,03
10,00640011;71,03
10,00640011;71,02
10,00640011;71,02
10,00640011;71,01
10,00640011;71,01
10,00640011;71
10,00640011;71
10,00640011;71
10,00640011;70,99
10,00640011;70,99
10,00640011;70,98
10,00640011;70,98
10,00640011;70,97
10,00640011;70,97
10,00640011;70,96
10,00640011;70,96
10,00640011;70,96
10,00640011;70,95
10,00640011;70,95
10,00640011;70,94
10,00640011;70,94
10,00640011;70,93
10,00640011;70,93
10,00640011;70,92
10,00640011;70,92
10,00720024;70,92
10,00720024;70,91
10,00720024;70,91
10,01980019;70,9
10,01980019;70,9
10,01980019;70,89
10,01980019;70,89
10,01980019;70,88
10,01980019;70,88
10,01980019;70,87
10,01980019;70,87
10,01980019;70,87
10,01980019;70,86
10,01980019;70,86
10,01980019;70,85
10,01980019;70,85
10,01980019;70,84
10,01980019;70,84
10,01980019;70,83
10,01980019;70,83
10,01980019;70,83
10,01980019;70,82
10,01980019;70,82
10,01980019;70,81
10,01980019;70,81
10,01980019;70,8
10,01980019;70,8
10,01980019;70,79
10,01980019;70,79
10,01980019;70,78
10,01980019;70,78
10,01980019;70,78
10,01980019;70,77
10,01980019;70,77
10,01980019;70,76
10,01980019;70,76
10,01980019;70,75
10,01980019;70,75
10,01980019;70,74
10,01980019;70,74
10,01980019;70,74
10,02340031;70,73
10,02340031;70,73
10,02340031;70,72
10,02340031;70,72
10,02340031;70,71
10,02340031;70,71
10,02340031;70,7
10,02340031;70,7
10,02340031;70,7
10,02340031;70,69
10,02340031;70,69
10,02340031;70,68
10,02340031;70,68
10,02340031;70,67
10,02340031;70,67
10,02340031;70,66
10,02340031;70,66
10,02340031;70,65
10,02340031;70,65
10,02340031;70,65
10,02340031;70,64
10,02340031;70,64
10,02340031;70,63
10,02340031;70,63
10,02340031;70,62
10,02340031;70,62
10,04450035;70,61
10,04450035;70,61
10,04450035;70,61
10,04450035;70,6
10,04450035;70,6
10,04450035;70,59
10,04450035;70,59
10,04450035;70,58
10,04450035;70,58
10,04450035;70,57
10,04450035;70,57
10,04450035;70,57
10,04450035;70,56
10,04450035;70,56
10,04450035;70,55
10,04450035;70,55
10,04450035;70,54
10,04450035;70,54
10,04450035;70,53
10,04450035;70,53
10,04450035;70,52
10,04450035;70,52
10,04450035;70,52
10,04450035;70,51
10,04450035;70,51
10,04450035;70,5
10,04450035;70,5
10,05609989;70,49
10,05609989;70,49
10,05609989;70,48
10,05609989;70,48
10,1243;70,48
10,1243;70,47
10,1243;70,47
10,1243;70,46
10,1243;70,46
10,1243;70,45
10,1243;70,45
10,1243;70,44
10,1243;70,44
10,1243;70,43
10,1243;70,43
10,1243;70,43
10,14509964;70,42
10,14509964;70,42
10,14509964;70,41
10,14509964;70,41
10,14509964;70,4
10,14509964;70,4
10,14509964;70,39
10,14509964;70,39
10,14509964;70,39
10,14509964;70,38
10,14509964;70,38
10,14509964;70,37
10,14509964;70,37
10,14509964;70,36
10,14509964;70,36
10,14509964;70,35
10,14509964;70,35
10,14509964;70,35
10,14509964;70,34
10,14509964;70,34
10,14509964;70,33
10,14509964;70,33
10,14509964;70,32
10,14509964;70,32
10,14509964;70,31
10,14509964;70,31
10,14509964;70,3
10,14509964;70,3
10,14509964;70,3
10,14509964;70,29
10,14509964;70,29
10,14509964;70,28
10,14509964;70,28
10,16670036;70,27
10,16670036;70,27
10,16670036;70,26
10,16670036;70,26
10,16670036;70,26
10,16670036;70,25
10,16670036;70,25
10,16670036;70,24
10,16670036;70,24
10,16670036;70,23
10,16670036;70,23
10,16670036;70,22
10,16670036;70,22
10,16670036;70,21
10,16670036;70,21
10,16670036;70,21
10,1718998;70,2
10,1718998;70,2
10,1718998;70,19
10,1718998;70,19
10,1718998;70,18
10,17959976;70,18
10,17959976;70,17
10,17959976;70,17
10,17959976;70,17
10,17959976;70,16
10,17959976;70,16
10,17959976;70,15
10,19190025;70,15
10,19190025;70,14
10,21269989;70,14
10,21269989;70,13
10,21269989;70,13
10,21269989;70,13
10,21360016;70,12
10,21360016;70,12
10,21360016;70,11
10,21360016;70,11
10,21360016;70,1
10,21360016;70,1
10,21360016;70,09
10,21360016;70,09
10,21360016;70,08
10,21360016;70,08
10,21790028;70,08
10,21790028;70,07
10,21790028;70,07
10,21790028;70,06
10,21790028;70,06
10,21790028;70,05
10,21790028;70,05
10,21790028;70,04
10,21790028;70,04
10,21790028;70,04
10,21790028;70,03
10,21790028;70,03
10,21790028;70,02
10,21790028;70,02
10,21790028;70,01
10,21790028;70,01
10,21790028;70
10,21790028;70
10,21790028;70
10,21790028;69,99
10,21790028;69,99
10,21790028;69,98
10,21790028;69,98
10,21790028;69,97
10,21790028;69,97
10,21790028;69,96
10,21790028;69,96
10,21790028;69,95
10,21790028;69,95
10,21790028;69,95
10,21790028;69,94
10,21790028;69,94
10,21790028;69,93
10,21790028;69,93
10,21790028;69,92
10,21790028;69,92
10,21790028;69,91
10,21790028;69,91
10,21790028;69,91
10,21790028;69,9
10,21790028;69,9
10,21790028;69,89
10,21790028;69,89
10,21790028;69,88
10,21790028;69,88
10,21790028;69,87
10,21790028;69,87
10,21790028;69,86
10,21790028;69,86
10,21790028;69,86
10,21790028;69,85
10,21790028;69,85
10,21790028;69,84
10,21790028;69,84
10,21790028;69,83
10,21790028;69,83
10,21790028;69,82
10,21790028;69,82
10,21790028;69,82
10,21790028;69,81
10,21790028;69,81
10,21790028;69,8
10,21790028;69,8
10,21790028;69,79
10,21790028;69,79
10,21790028;69,78
10,21790028;69,78
10,21790028;69,78
10,21790028;69,77
10,21790028;69,77
10,21790028;69,76
10,21790028;69,76
10,21790028;69,75
10,21790028;69,75
10,21790028;69,74
10,21790028;69,74
10,21790028;69,73
10,21790028;69,73
10,21790028;69,73
10,21790028;69,72
10,21790028;69,72
10,21790028;69,71
10,21790028;69,71
10,21790028;69,7
10,21790028;69,7
10,21790028;69,69
10,21790028;69,69
10,21790028;69,69
10,21790028;69,68
10,21790028;69,68
10,21790028;69,67
10,21790028;69,67
10,21790028;69,66
10,21790028;69,66
10,21790028;69,65
10,21790028;69,65
10,21790028;69,64
10,21790028;69,64
10,21790028;69,64
10,21790028;69,63
10,21790028;69,63
10,21790028;69,62
10,21790028;69,62
10,21790028;69,61
10,21790028;69,61
10,24610043;69,6
10,24610043;69,6
10,24610043;69,6
10,24610043;69,59
10,24610043;69,59
10,24610043;69,58
10,24610043;69,58
10,24610043;69,57
10,24610043;69,57
10,24610043;69,56
10,24610043;69,56
10,24610043;69,56
10,24610043;69,55
10,24610043;69,55
10,24610043;69,54
10,26840019;69,54
10,26840019;69,53
10,26840019;69,53
10,26840019;69,52
10,26840019;69,52
10,26840019;69,51
10,26840019;69,51
10,26840019;69,51
10,26840019;69,5
10,26840019;69,5
10,26840019;69,49
10,26840019;69,49
10,26840019;69,48
10,26840019;69,48
10,26840019;69,47
10,26840019;69,47
10,26840019;69,47
10,26840019;69,46
10,26840019;69,46
10,26840019;69,45
10,26840019;69,45
10,26840019;69,44
10,26840019;69,44
10,3355999;69,43
10,3355999;69,43
10,3355999;69,42
10,3355999;69,42
10,3355999;69,42
10,3355999;69,41
10,3355999;69,41
10,3355999;69,4
10,3512001;69,4
10,3512001;69,39
10,3512001;69,39
10,3512001;69,38
10,3512001;69,38
10,3512001;69,38
10,3512001;69,37
10,3512001;69,37
10,3512001;69,36
10,3512001;69,36
10,3512001;69,35
10,3512001;69,35
10,3512001;69,34
10,3512001;69,34
10,3512001;69,34
10,3512001;69,33
10,3512001;69,33
10,3512001;69,32
10,3512001;69,32
10,3512001;69,31
10,3512001;69,31
10,3512001;69,3
10,3512001;69,3
10,3512001;69,29
10,3512001;69,29
10,3512001;69,29
10,3512001;69,28
10,3512001;69,28
10,3512001;69,27
10,3512001;69,27
10,3512001;69,26
10,3512001;69,26
10,3512001;69,25
10,3512001;69,25
10,3512001;69,25
10,3512001;69,24
10,3512001;69,24
10,3512001;69,23
10,3512001;69,23
10,3512001;69,22
10,3512001;69,22
10,3512001;69,21
10,3512001;69,21
10,3512001;69,21
10,3512001;69,2
10,3512001;69,2
10,3512001;69,19
10,3512001;69,19
10,3512001;69,18
10,3512001;69,18
10,3512001;69,17
10,3512001;69,17
10,3512001;69,16
10,3512001;69,16
10,3512001;69,16
10,3512001;69,15
10,3512001;69,15
10,3512001;69,14
10,3512001;69,14
10,3512001;69,13
10,3512001;69,13
10,3512001;69,12
10,3512001;69,12
10,3512001;69,12
10,3512001;69,11
10,3512001;69,11
10,3512001;69,1
10,3512001;69,1
10,3512001;69,09
10,36180019;69,09
10,36180019;69,08
10,36180019;69,08
10,36180019;69,07
10,36180019;69,07
10,36180019;69,07
10,37790012;69,06
10,37790012;69,06
10,37790012;69,05
10,37790012;69,05
10,37790012;69,04
10,37790012;69,04
10,39770031;69,03
10,39770031;69,03
10,39770031;69,03
10,39770031;69,02
10,39770031;69,02
10,39770031;69,01
10,39770031;69,01
10,39770031;69
10,39770031;69
10,39770031;68,99
10,39850044;68,99
10,39850044;68,99
10,39850044;68,98
10,39850044;68,98
10,39850044;68,97
10,39850044;68,97
10,39850044;68,96
10,39850044;68,96
10,39850044;68,95
10,39850044;68,95
10,39850044;68,94
10,39850044;68,94
10,39850044;68,94
10,39850044;68,93
10,39850044;68,93
10,39850044;68,92
10,39850044;68,92
10,39850044;68,91
10,39850044;68,91
10,39850044;68,9
10,39850044;68,9
10,39850044;68,9
10,39850044;68,89
10,39850044;68,89
10,39850044;68,88
10,39850044;68,88
10,39850044;68,87
10,39850044;68,87
10,39850044;68,86
10,39850044;68,86
10,39850044;68,85
10,39850044;68,85
10,40340042;68,85
10,40340042;68,84
10,40340042;68,84
10,40340042;68,83
10,40340042;68,83
10,40340042;68,82
10,40340042;68,82
10,40340042;68,81
10,40340042;68,81
10,40340042;68,81
10,40340042;68,8
10,40340042;68,8
10,40340042;68,79
10,40340042;68,79
10,40340042;68,78
10,40340042;68,78
10,40340042;68,77
10,40340042;68,77
10,40340042;68,77
10,40340042;68,76
10,40340042;68,76
10,40340042;68,75
10,40340042;68,75
10,40340042;68,74
10,40340042;68,74
10,40890026;68,73
10,40890026;68,73
10,40890026;68,72
10,40890026;68,72
10,40890026;68,72
10,40890026;68,71
10,40890026;68,71
10,40890026;68,7
10,40890026;68,7
10,40890026;68,69
10,40890026;68,69
10,40890026;68,68
10,40890026;68,68
10,40890026;68,68
10,40890026;68,67
10,40890026;68,67
10,40890026;68,66
10,40890026;68,66
10,40890026;68,65
10,40890026;68,65
10,40890026;68,64
10,40890026;68,64
10,40890026;68,64
10,40890026;68,63
10,40890026;68,63
10,40890026;68,62
10,40890026;68,62
10,40890026;68,61
10,40890026;68,61
10,40890026;68,6
10,40890026;68,6
10,43099976;68,59
10,43099976;68,59
10,43099976;68,59
10,43099976;68,58
10,43099976;68,58
10,43099976;68,57
10,43099976;68,57
10,43099976;68,56
10,43099976;68,56
10,43099976;68,55
10,43099976;68,55
10,43099976;68,55
10,43099976;68,54
10,43099976;68,54
10,43099976;68,53
10,43099976;68,53
10,43099976;68,52
10,43099976;68,52
10,43099976;68,51
10,43099976;68,51
10,43099976;68,5
10,43099976;68,5
10,43099976;68,5
10,43099976;68,49
10,43099976;68,49
10,43099976;68,48
10,43099976;68,48
10,43099976;68,47
10,43099976;68,47
10,43099976;68,46
10,43099976;68,46
10,43099976;68,46
10,43099976;68,45
10,43099976;68,45
10,43099976;68,44
10,43099976;68,44
10,43099976;68,43
10,43099976;68,43
10,43099976;68,42
10,43099976;68,42
10,43099976;68,42
10,43099976;68,41
10,43099976;68,41
10,43099976;68,4
10,43099976;68,4
10,43099976;68,39
10,43099976;68,39
10,43099976;68,38
10,43099976;68,38
10,43099976;68,37
10,43099976;68,37
10,43099976;68,37
10,43099976;68,36
10,43099976;68,36
10,43099976;68,35
10,43099976;68,35
10,43099976;68,34
10,43099976;68,34
10,43099976;68,33
10,43099976;68,33
10,43099976;68,33
10,43099976;68,32
10,43099976;68,32
10,43099976;68,31
10,43099976;68,31
10,43099976;68,3
10,43099976;68,3
10,43099976;68,29
10,43099976;68,29
10,43099976;68,28
10,43099976;68,28
10,43099976;68,28
10,43099976;68,27
10,43099976;68,27
10,43099976;68,26
10,43099976;68,26
10,43099976;68,25
10,43099976;68,25
10,43099976;68,24
10,43099976;68,24
10,43099976;68,24
10,43099976;68,23
10,43099976;68,23
10,43099976;68,22
10,43099976;68,22
10,43099976;68,21
10,43099976;68,21
10,43099976;68,2
10,43099976;68,2
10,43099976;68,2
10,43099976;68,19
10,43099976;68,19
10,43099976;68,18
10,43099976;68,18
10,43099976;68,17
10,43099976;68,17
10,43099976;68,16
10,43099976;68,16
10,43099976;68,15
10,43099976;68,15
10,43099976;68,15
10,43099976;68,14
10,43099976;68,14
10,43099976;68,13
10,43099976;68,13
10,43099976;68,12
10,43099976;68,12
10,43099976;68,11
10,43099976;68,11
10,43099976;68,11
10,43099976;68,1
10,43099976;68,1
10,43099976;68,09
10,43099976;68,09
10,43099976;68,08
10,43099976;68,08
10,43099976;68,07
10,43099976;68,07
10,43099976;68,07
10,43099976;68,06
10,43099976;68,06
10,43099976;68,05
10,44919968;68,05
10,44919968;68,04
10,44919968;68,04
10,44919968;68,03
10,44919968;68,03
10,44919968;68,02
10,44919968;68,02
10,44919968;68,02
10,44919968;68,01
10,44919968;68,01
10,44919968;68
10,44919968;68
10,44919968;67,99
10,44919968;67,99
10,44919968;67,98
10,44919968;67,98
10,44919968;67,98
10,44919968;67,97
10,44919968;67,97
10,44919968;67,96
10,44919968;67,96
10,44919968;67,95
10,44919968;67,95
10,44919968;67,94
10,44919968;67,94
10,44919968;67,93
10,44919968;67,93
10,44919968;67,93
10,44919968;67,92
10,44919968;67,92
10,44919968;67,91
10,44919968;67,91
10,44919968;67,9
10,44919968;67,9
10,44919968;67,89
10,44919968;67,89
10,44919968;67,89
10,44919968;67,88
10,44919968;67,88
10,44919968;67,87
10,44919968;67,87
10,44919968;67,86
10,44919968;67,86
10,44919968;67,85
10,44919968;67,85
10,44919968;67,85
10,44919968;67,84
10,44919968;67,84
10,44919968;67,83
10,44919968;67,83
10,44919968;67,82
10,44919968;67,82
10,44919968;67,81
10,44919968;67,81
10,44919968;67,8
10,44919968;67,8
10,44919968;67,8
10,48239994;67,79
10,48239994;67,79
10,48239994;67,78
10,48239994;67,78
10,48239994;67,77
10,48239994;67,77
10,48239994;67,76
10,48239994;67,76
10,54839993;67,76
10,54839993;67,75
10,54839993;67,75
10,54839993;67,74
10,54839993;67,74
10,54839993;67,73
10,54839993;67,73
10,54839993;67,72
10,54839993;67,72
10,54839993;67,71
10,54839993;67,71
10,54839993;67,71
10,54839993;67,7
10,54839993;67,7
10,54839993;67,69
10,54839993;67,69
10,54839993;67,68
10,54839993;67,68
10,54839993;67,67
10,54839993;67,67
10,54839993;67,67
10,54839993;67,66
10,54839993;67,66
10,54839993;67,65
10,54839993;67,65
10,54839993;67,64
10,54839993;67,64
10,54839993;67,63
10,54839993;67,63
10,54839993;67,63
10,54839993;67,62
10,54839993;67,62
10,54839993;67,61
10,54839993;67,61
10,54839993;67,6
10,54839993;67,6
10,54839993;67,59
10,54839993;67,59
10,54839993;67,58
10,54839993;67,58
10,54839993;67,58
10,54839993;67,57
10,54839993;67,57
10,54839993;67,56
10,54839993;67,56
10,54839993;67,55
10,54839993;67,55
10,55300045;67,54
10,55300045;67,54
10,55300045;67,54
10,55300045;67,53
10,55300045;67,53
10,55300045;67,52
10,55300045;67,52
10,55300045;67,51
10,55300045;67,51
10,55889988;67,5
10,55889988;67,5
10,55889988;67,5
10,55889988;67,49
10,55889988;67,49
10,55889988;67,48
10,55889988;67,48
10,55889988;67,47
10,55889988;67,47
10,55889988;67,46
10,55889988;67,46
10,55889988;67,45
10,55889988;67,45
10,55889988;67,45
10,55889988;67,44
10,55889988;67,44
10,55889988;67,43
10,55889988;67,43
10,55889988;67,42
10,55889988;67,42
10,55889988;67,41
10,55889988;67,41
10,55889988;67,41
10,55889988;67,4
10,55889988;67,4
10,55889988;67,39
10,55889988;67,39
10,55889988;67,38
10,55889988;67,38
10,55889988;67,37
10,55889988;67,37
