EstacaoCodigo;NivelConsistencia;Data;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
22680000;2;14/08/1973;6;305,0;153,0;190,6;77,5;0,801;2,45;;
22680000;2;14/08/1973;5;305,0;169,0;200,6;77,5;0,844;2,58;;
22680000;1;14/08/1973;6;305,0;153,0;190,6;77,5;0,801;2,45;;
22680000;1;14/08/1973;5;305,0;169,0;200,6;77,5;0,844;2,58;;
22680000;2;29/07/1973;3;311,0;197,0;192,2;73,35;1,023;2,61;;
22680000;2;29/07/1973;4;311,0;196,0;202,3;73,35;0,969;2,75;;
22680000;1;29/07/1973;4;311,0;196,0;202,3;73,35;0,969;2,75;;
22680000;1;29/07/1973;3;311,0;197,0;192,2;73,35;1,023;2,61;;
22680000;2;15/06/1973;1;318,0;196,0;202,3;77,4;0,968;2,61;;
22680000;2;15/06/1973;2;318,0;195,0;205,3;77,4;0,948;2,65;;
22680000;1;15/06/1973;2;318,0;195,0;205,3;77,4;0,948;2,65;;
22680000;1;15/06/1973;1;318,0;196,0;202,3;77,4;0,968;2,61;;

