EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
23230000;1;01/01/2026;;1;1;116.3671;44.2474;61.4721;5.0;27.0;1;1;1;0.0;0.0;72.2154;74.4549;69.4643;73.3309;116.3671;100.0437;80.204;68.6494;65.7028;62.0465;64.3849;66.7668;70.0102;64.6474;60.2577;55.5348;50.0765;51.9429;56.2677;50.3079;48.4715;54.0836;52.6516;49.1562;47.1167;45.5605;44.2474;46.2242;47.5662;50.5399;47.3412;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
23230000;1;01/09/2025;;1;1;30.3521;26.6945;27.902;30.0;18.0;1;1;1;0.0;0.0;27.7154;27.7154;27.7154;27.7154;27.373;27.373;27.373;27.373;27.0327;27.0327;27.0327;27.2025;27.7154;27.373;27.0327;27.0327;27.0327;26.6945;26.8633;27.373;27.7154;28.4068;28.9309;29.8151;29.4598;28.9309;28.7557;29.1067;29.8151;30.3521;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
23230000;1;01/08/2025;;1;1;30.8938;28.0601;29.5584;14.0;28.0;1;1;1;0.0;0.0;30.5321;30.5321;30.5321;30.1726;30.1726;29.9936;29.8151;29.8151;29.8151;30.1726;30.3521;30.5321;30.1726;30.8938;30.8938;30.3521;29.8151;29.8151;29.4598;29.4598;29.1067;29.1067;28.7557;28.581;28.4068;28.4068;28.4068;28.0601;28.0601;28.0601;28.0601;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
23230000;1;01/07/2025;;1;1;34.2455;30.8938;32.5202;1.0;29.0;1;1;1;0.0;0.0;34.2455;34.2455;34.0547;33.8645;33.8645;33.4857;33.4857;33.4857;33.4857;33.109;33.109;32.9215;32.7345;32.7345;32.7345;32.7345;32.3621;32.3621;31.9918;31.9918;31.9918;31.8075;31.6237;31.6237;31.6237;31.2577;31.2577;31.2577;30.8938;30.8938;30.8938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23230000;1;01/06/2025;;1;1;41.8902;34.6286;37.8852;1.0;29.0;1;1;1;0.0;0.0;41.8902;41.4686;41.2586;40.6318;40.2166;39.8035;39.5978;39.188;38.9838;38.5772;38.5772;38.1727;38.3747;39.188;38.5772;37.9713;37.57;37.1708;36.9721;36.5761;36.5761;36.1823;36.1823;35.7907;35.7907;35.5957;35.4012;35.0138;34.6286;34.6286;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
23230000;1;01/05/2025;;1;1;92.9757;42.1018;56.2876;3.0;31.0;1;1;1;0.0;0.0;80.7907;87.9986;92.9757;79.9114;72.7721;71.6609;68.1088;66.5;64.6474;60.5116;58.7453;56.7589;54.5652;52.889;51.0054;49.6153;48.9274;48.2444;47.7917;47.1167;46.4465;46.0024;45.1206;44.683;44.2474;43.814;43.3828;42.7399;42.5267;42.314;42.1018;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
23230000;1;01/04/2025;;1;1;194.4117;70.0102;108.9665;3.0;28.0;1;1;1;0.0;0.0;109.0733;135.4483;194.4117;166.7968;158.4466;129.4223;98.0903;87.3861;84.9577;84.0559;88.6132;127.1981;146.325;150.3118;128.6788;113.9095;102.0164;90.7813;78.4567;73.3309;71.1085;89.8489;134.6875;136.2112;107.7109;84.356;75.5876;70.0102;77.5903;74.1731;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
23230000;1;01/03/2025;;1;1;180.5846;65.4382;106.5761;22.0;15.0;1;1;1;0.0;0.0;127.1981;131.6659;119.2081;122.8076;126.461;111.824;119.9237;94.8776;81.9705;79.037;86.1676;107.3716;90.1592;65.7028;65.4382;71.6609;88.9214;91.7185;89.23;93.6075;151.5183;180.5846;142.7829;130.5417;113.9095;96.1562;87.9986;105.3473;112.8643;99.0645;118.1387;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
23230000;1;01/02/2025;;1;1;170.5794;60.0043;110.0123;16.0;14.0;1;1;1;0.0;0.0;86.7758;111.4782;124.9932;114.9596;100.0437;92.032;84.356;70.284;76.1571;67.302;64.1229;64.6474;62.3041;60.0043;92.9757;170.5794;154.3523;161.7609;106.357;90.1592;94.8776;160.9291;166.7968;152.3253;136.9763;123.898;136.9763;151.9215;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
23230000;1;01/01/2025;;1;1;144.7454;50.3079;83.8696;15.0;6.0;1;1;1;0.0;0.0;67.0341;58.4952;63.0804;58.9961;50.7724;50.3079;75.0202;68.3789;59.4991;80.204;92.3461;72.7721;101.3567;130.9159;144.7454;141.6119;115.6623;112.1702;96.1562;84.356;75.8721;69.4643;83.7564;81.9705;72.4935;70.284;75.5876;64.1229;79.3279;111.4782;91.7185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
